idx,i,j,size,depth,correctness
0,1,5,21,8,1.000000
1,3,6,21,8,1.000000
2,3,7,21,8,1.000000
3,2,5,21,8,1.000000
4,1,4,21,8,1.000000
5,2,7,21,8,1.000000
6,0,6,21,8,1.000000
7,0,4,21,8,1.000000
8,0,3,21,8,1.000000
9,5,6,21,8,1.000000
10,4,7,21,8,1.000000
11,1,2,21,8,1.000000
12,4,5,21,8,1.000000
13,0,1,21,8,1.000000
14,2,3,21,8,1.000000
15,6,7,21,8,1.000000
16,1,2,21,8,1.000000
17,3,5,21,8,1.000000
18,3,4,21,8,1.000000
19,2,3,21,8,1.000000
20,5,6,21,8,1.000000
