idx,op_id,op_name,dst,src1,src2
0,0,XOR,209,239,102
1,2,NOT,85,11,27
2,2,NOT,37,200,101
3,2,NOT,206,230,252
4,2,NOT,132,120,198
5,2,NOT,245,100,140
6,0,XOR,96,223,20
7,2,NOT,223,236,126
8,2,NOT,65,54,171
9,1,AND,135,201,54
10,2,NOT,79,60,79
11,0,XOR,10,28,11
12,2,NOT,23,82,3
13,2,NOT,243,171,158
14,0,XOR,96,96,32
15,1,AND,251,37,5
16,0,XOR,91,92,26
17,2,NOT,138,57,59
18,0,XOR,2,47,7
19,1,AND,192,185,96
20,0,XOR,129,15,16
21,2,NOT,25,21,9
22,0,XOR,132,39,19
23,2,NOT,7,214,240
24,0,XOR,126,44,91
25,1,AND,35,56,167
26,2,NOT,192,219,49
27,1,AND,161,197,53
28,0,XOR,139,86,7
29,1,AND,80,242,61
30,0,XOR,33,62,9
31,0,XOR,33,62,9
32,0,XOR,213,241,89
33,0,XOR,106,25,51
34,2,NOT,224,4,153
35,0,XOR,187,42,132
36,2,NOT,219,64,246
37,2,NOT,120,225,208
38,0,XOR,80,197,11
39,0,XOR,203,60,107
40,0,XOR,126,33,126
41,2,NOT,201,184,67
42,0,XOR,36,189,240
43,1,AND,24,214,237
44,0,XOR,222,248,212
45,0,XOR,42,98,17
46,1,AND,179,224,215
47,2,NOT,30,119,221
48,0,XOR,111,79,123
49,1,AND,235,46,53
50,0,XOR,210,113,154
51,0,XOR,94,73,197
52,2,NOT,80,196,122
53,1,AND,67,153,26
54,1,AND,28,11,66
55,0,XOR,91,112,54
56,0,XOR,114,111,16
57,0,XOR,228,8,163
58,0,XOR,114,111,16
59,0,XOR,228,8,163
60,2,NOT,196,56,13
61,0,XOR,13,59,10
62,2,NOT,189,105,17
63,1,AND,0,8,123
64,1,AND,72,134,50
65,1,AND,40,14,53
66,2,NOT,242,43,179
67,2,NOT,81,0,33
68,2,NOT,246,17,233
69,1,AND,211,73,88
70,2,NOT,172,184,74
71,1,AND,33,132,215
72,2,NOT,250,225,156
73,1,AND,7,25,28
74,2,NOT,255,40,112
75,0,XOR,43,174,52
76,1,AND,211,39,20
77,0,XOR,189,53,187
78,1,AND,43,187,150
79,2,NOT,232,5,67
80,2,NOT,181,159,188
81,0,XOR,161,48,211
82,0,XOR,161,48,211
83,1,AND,109,73,94
84,2,NOT,227,234,152
85,2,NOT,10,151,130
86,0,XOR,141,247,81
87,2,NOT,227,234,152
88,0,XOR,225,147,142
89,2,NOT,227,234,152
90,0,XOR,39,114,38
91,2,NOT,240,242,236
92,0,XOR,29,61,56
93,0,XOR,165,106,245
94,0,XOR,112,13,46
95,2,NOT,211,192,21
96,2,NOT,161,174,176
97,1,AND,152,126,52
98,2,NOT,114,111,228
99,0,XOR,31,189,12
100,0,XOR,48,1,2
101,2,NOT,143,15,172
102,2,NOT,100,136,157
103,0,XOR,217,232,251
104,2,NOT,101,83,13
105,0,XOR,176,159,21
106,0,XOR,34,202,188
107,2,NOT,208,164,94
108,0,XOR,85,31,251
109,0,XOR,152,15,112
110,0,XOR,22,29,242
111,0,XOR,25,148,18
112,1,AND,66,74,174
113,0,XOR,115,250,4
114,2,NOT,57,187,53
115,2,NOT,226,52,97
116,2,NOT,255,141,123
117,0,XOR,11,91,94
118,0,XOR,151,165,55
119,1,AND,53,155,228
120,0,XOR,118,153,113
121,2,NOT,18,179,223
122,1,AND,140,55,197
123,0,XOR,51,126,152
124,0,XOR,177,74,23
125,2,NOT,103,7,131
126,2,NOT,145,61,177
127,2,NOT,159,39,137
128,2,NOT,163,66,77
129,2,NOT,145,61,177
130,0,XOR,105,51,22
131,1,AND,245,211,155
132,0,XOR,105,51,22
133,1,AND,165,168,133
134,0,XOR,181,8,248
135,2,NOT,158,246,12
136,0,XOR,114,249,158
137,2,NOT,59,14,19
138,0,XOR,171,24,189
139,1,AND,122,75,113
140,1,AND,91,47,114
141,2,NOT,94,145,159
142,1,AND,122,75,113
143,2,NOT,94,145,159
144,0,XOR,79,172,149
145,0,XOR,48,48,58
146,0,XOR,202,224,8
147,0,XOR,80,181,158
148,0,XOR,200,137,188
149,0,XOR,200,137,188
150,2,NOT,186,179,25
151,0,XOR,83,58,128
152,2,NOT,31,105,83
153,0,XOR,56,48,31
154,0,XOR,107,7,221
155,1,AND,116,99,1
156,2,NOT,162,33,67
157,2,NOT,238,12,149
158,2,NOT,145,225,0
159,1,AND,83,115,129
160,1,AND,197,217,255
161,1,AND,197,217,255
162,2,NOT,157,6,85
163,2,NOT,218,62,96
164,0,XOR,193,96,151
165,2,NOT,173,181,200
166,1,AND,128,39,36
167,2,NOT,132,7,228
168,0,XOR,47,105,152
169,1,AND,170,22,213
170,1,AND,156,191,137
171,2,NOT,53,229,221
172,1,AND,176,73,227
173,2,NOT,187,0,57
174,0,XOR,211,144,254
175,2,NOT,102,59,166
176,2,NOT,43,156,96
177,1,AND,190,193,250
178,2,NOT,143,42,157
179,2,NOT,62,67,241
180,1,AND,61,53,19
181,0,XOR,235,190,85
182,0,XOR,65,78,43
183,1,AND,194,219,100
184,1,AND,141,228,250
185,0,XOR,204,222,187
186,0,XOR,147,179,141
187,0,XOR,34,115,148
188,1,AND,1,155,150
189,0,XOR,85,74,173
190,1,AND,126,207,2
191,2,NOT,129,35,19
192,0,XOR,214,4,235
193,0,XOR,37,136,59
194,1,AND,217,189,194
195,0,XOR,52,56,39
196,0,XOR,217,181,164
197,1,AND,254,132,221
198,0,XOR,19,19,41
199,0,XOR,48,214,52
200,0,XOR,48,214,52
201,2,NOT,255,40,142
202,0,XOR,79,3,170
203,2,NOT,46,48,47
204,0,XOR,6,106,223
205,0,XOR,159,244,223
206,1,AND,135,192,8
207,0,XOR,214,48,25
208,0,XOR,0,114,48
209,2,NOT,246,246,3
210,0,XOR,210,101,174
211,0,XOR,6,24,48
212,1,AND,218,77,197
213,2,NOT,34,196,195
214,2,NOT,222,114,209
215,1,AND,222,186,27
216,2,NOT,77,8,233
217,2,NOT,52,6,123
218,2,NOT,112,83,224
219,0,XOR,99,151,85
220,2,NOT,86,208,61
221,2,NOT,161,231,58
222,0,XOR,246,153,156
223,0,XOR,83,193,61
224,0,XOR,4,41,139
225,2,NOT,17,46,125
226,2,NOT,210,223,4
227,2,NOT,5,178,67
228,0,XOR,111,238,157
229,0,XOR,18,246,145
230,1,AND,184,163,242
231,0,XOR,252,14,230
232,0,XOR,41,0,252
233,0,XOR,41,0,252
234,1,AND,12,39,51
235,0,XOR,228,41,101
236,0,XOR,60,181,46
237,1,AND,19,35,99
238,1,AND,34,48,48
239,1,AND,44,17,23
240,0,XOR,33,52,85
241,1,AND,40,8,195
242,0,XOR,14,99,61
243,2,NOT,151,236,16
244,0,XOR,2,236,214
245,1,AND,180,242,182
246,1,AND,137,139,243
247,1,AND,179,133,168
248,2,NOT,54,48,158
249,2,NOT,207,95,125
250,0,XOR,213,4,111
251,0,XOR,13,34,222
252,1,AND,223,219,10
253,0,XOR,53,191,171
254,2,NOT,84,62,12
255,2,NOT,84,62,12
256,2,NOT,14,114,119
257,1,AND,64,111,244
258,0,XOR,55,113,33
259,0,XOR,20,249,2
260,0,XOR,55,113,33
261,0,XOR,20,249,2
262,0,XOR,53,17,147
263,2,NOT,166,8,48
264,2,NOT,14,78,40
265,2,NOT,186,173,50
266,0,XOR,177,2,21
267,0,XOR,177,2,21
268,1,AND,45,20,5
269,0,XOR,49,116,20
270,2,NOT,243,192,22
271,1,AND,171,43,158
272,1,AND,196,253,34
273,2,NOT,191,73,107
274,0,XOR,1,146,13
275,2,NOT,56,44,85
276,0,XOR,97,44,143
277,0,XOR,221,98,226
278,0,XOR,97,44,143
279,0,XOR,92,227,133
280,0,XOR,92,227,133
281,0,XOR,7,15,45
282,0,XOR,174,20,187
283,0,XOR,39,214,116
284,0,XOR,94,143,206
285,2,NOT,165,239,189
286,0,XOR,25,14,174
287,2,NOT,42,62,220
288,1,AND,24,139,45
289,0,XOR,31,6,157
290,0,XOR,10,213,56
291,2,NOT,74,63,179
292,2,NOT,86,90,170
293,0,XOR,29,52,181
294,1,AND,215,186,143
295,2,NOT,12,55,198
296,2,NOT,21,1,112
297,0,XOR,11,79,46
298,1,AND,71,171,63
299,1,AND,68,172,80
300,1,AND,68,172,80
301,0,XOR,18,46,171
302,0,XOR,34,39,168
303,2,NOT,116,20,179
304,0,XOR,28,164,216
305,2,NOT,8,2,75
306,2,NOT,58,20,229
307,2,NOT,175,237,213
308,2,NOT,244,4,95
309,0,XOR,54,2,211
310,2,NOT,231,26,230
311,2,NOT,167,47,144
312,0,XOR,36,94,56
313,2,NOT,167,47,144
314,0,XOR,36,94,56
315,1,AND,50,253,154
316,2,NOT,242,252,83
317,0,XOR,57,92,39
318,0,XOR,139,135,210
319,2,NOT,5,208,226
320,0,XOR,23,27,7
321,1,AND,218,79,35
322,0,XOR,48,33,151
323,1,AND,37,159,33
324,2,NOT,15,31,54
325,2,NOT,181,226,233
326,0,XOR,62,6,181
327,1,AND,71,9,33
328,2,NOT,85,33,25
329,2,NOT,85,33,25
330,2,NOT,61,24,169
331,0,XOR,47,46,139
332,0,XOR,40,59,15
333,2,NOT,14,214,22
334,1,AND,26,163,24
335,0,XOR,28,54,128
336,0,XOR,16,137,13
337,1,AND,230,183,7
338,0,XOR,5,242,46
339,0,XOR,22,0,73
340,0,XOR,221,78,193
341,0,XOR,41,23,131
342,2,NOT,4,23,17
343,2,NOT,59,20,220
344,2,NOT,19,46,62
345,0,XOR,108,115,31
346,0,XOR,24,116,120
347,2,NOT,27,33,54
348,0,XOR,9,77,108
349,1,AND,42,48,175
350,2,NOT,202,14,127
351,0,XOR,40,14,243
352,0,XOR,6,130,15
353,2,NOT,202,14,127
354,0,XOR,52,129,202
355,2,NOT,17,24,115
356,2,NOT,207,47,65
357,0,XOR,43,97,199
358,0,XOR,51,4,204
359,0,XOR,35,59,187
360,2,NOT,19,60,116
361,1,AND,104,170,184
362,0,XOR,35,59,187
363,0,XOR,32,135,56
364,2,NOT,147,234,245
365,1,AND,143,119,109
366,1,AND,129,220,127
367,2,NOT,30,85,102
368,0,XOR,63,116,155
369,0,XOR,32,63,155
370,0,XOR,32,63,155
371,2,NOT,50,214,214
372,2,NOT,63,13,178
373,0,XOR,3,62,132
374,1,AND,44,23,165
375,2,NOT,38,48,152
376,2,NOT,98,116,76
377,1,AND,207,141,255
378,0,XOR,7,37,103
379,0,XOR,46,255,24
380,0,XOR,56,200,174
381,0,XOR,56,200,174
382,0,XOR,46,255,24
