outer_iter,mode,seed,sa_steps,max_prog_len,local_best_iter,local_avalanche,local_balance,local_period,local_chisq,local_composite,best_avalanche,best_balance,best_period,best_chisq,best_composite,best_len,best_hash,accepted,evaluated,elapsed_ms
0,mul_free,0xABCDEF0123456789,100000,24,53299,31.992676,31.984375,4096,240.000000,45.348633,31.992676,31.984375,4096,240.000000,45.348633,9,0x7C711AA9A4CFB911,20189,100002,50244
1,mul_free,0xABCDEF0123456789,100000,24,65273,31.962402,32.007813,4096,216.250000,44.084961,31.992676,31.984375,4096,240.000000,45.348633,9,0x7C711AA9A4CFB911,38691,200003,86259
2,mul_free,0xABCDEF0123456789,100000,24,34579,32.013916,31.972656,4096,217.500000,44.224121,31.992676,31.984375,4096,240.000000,45.348633,9,0x7C711AA9A4CFB911,55911,300004,123727
3,mul_free,0xABCDEF0123456789,100000,24,25626,31.977051,31.988281,4096,266.125000,45.100664,31.992676,31.984375,4096,240.000000,45.348633,9,0x7C711AA9A4CFB911,73773,400005,172174
4,mul_free,0xABCDEF0123456789,100000,24,56971,31.995361,31.992188,4096,252.500000,45.914551,31.995361,31.992188,4096,252.500000,45.914551,8,0xF9346714968BAB90,92258,500006,203096
5,mul_free,0xABCDEF0123456789,100000,24,57443,32.015625,32.050781,4096,225.250000,45.089844,31.995361,31.992188,4096,252.500000,45.914551,8,0xF9346714968BAB90,112065,600007,233071
6,mul_free,0xABCDEF0123456789,100000,24,99485,31.997559,32.003906,4096,274.750000,45.258555,31.995361,31.992188,4096,252.500000,45.914551,8,0xF9346714968BAB90,129856,700008,263392
7,mul_free,0xABCDEF0123456789,100000,24,48991,32.000000,32.027344,4096,237.875000,45.863281,31.995361,31.992188,4096,252.500000,45.914551,8,0xF9346714968BAB90,150782,800009,295335
8,mul_free,0xABCDEF0123456789,100000,24,0,31.995361,31.992188,4096,252.500000,45.414551,31.995361,31.992188,4096,252.500000,45.914551,8,0xF9346714968BAB90,169872,900010,328878
9,mul_free,0xABCDEF0123456789,100000,24,0,31.995361,31.992188,4096,252.500000,45.414551,31.995361,31.992188,4096,252.500000,45.914551,8,0xF9346714968BAB90,188148,1000011,362562
