outer_iter,mode,seed,sa_steps,max_prog_len,local_best_iter,local_avalanche,local_balance,local_period,local_chisq,local_composite,best_avalanche,best_balance,best_period,best_chisq,best_composite,best_len,best_hash,accepted,evaluated,elapsed_ms
0,mul_free,0xDEADBEEFBADF00D0,100000,24,58808,32.009277,31.996094,4096,243.000000,44.387695,32.009277,31.996094,4096,243.000000,44.387695,11,0x8A310B14E19C60B3,17876,100002,36150
1,mul_free,0xDEADBEEFBADF00D0,100000,24,74659,31.996338,31.921875,4096,251.875000,45.072754,31.996338,31.921875,4096,251.875000,45.072754,9,0xA77E0993063984B,37100,200003,76692
2,mul_free,0xDEADBEEFBADF00D0,100000,24,5,31.996338,31.921875,4096,251.875000,45.072754,31.996338,31.921875,4096,251.875000,45.072754,9,0xA77E0993063984B,55602,300004,133726
3,mul_free,0xDEADBEEFBADF00D0,100000,24,29981,31.995850,32.000000,4096,198.125000,43.958496,31.996338,31.921875,4096,251.875000,45.072754,9,0xA77E0993063984B,73545,400005,189932
4,mul_free,0xDEADBEEFBADF00D0,100000,24,64770,32.041992,32.113281,4096,245.125000,45.013672,31.996338,31.921875,4096,251.875000,45.072754,9,0xA77E0993063984B,93709,500006,237798
5,mul_free,0xDEADBEEFBADF00D0,100000,24,56144,32.013428,32.015625,4096,231.125000,44.787598,31.996338,31.921875,4096,251.875000,45.072754,9,0xA77E0993063984B,112023,600007,293871
6,mul_free,0xDEADBEEFBADF00D0,100000,24,45011,31.995605,31.984375,4096,275.250000,44.675430,31.996338,31.921875,4096,251.875000,45.072754,9,0xA77E0993063984B,130567,700008,347401
7,mul_free,0xDEADBEEFBADF00D0,100000,24,90950,32.009521,32.000000,4096,236.750000,44.404785,31.996338,31.921875,4096,251.875000,45.072754,9,0xA77E0993063984B,149542,800009,402125
8,mul_free,0xDEADBEEFBADF00D0,100000,24,78070,32.008301,32.050781,4096,205.000000,45.163086,32.008301,32.050781,4096,205.000000,45.163086,9,0x2E7F7E331156C09E,166898,900010,455856
9,mul_free,0xDEADBEEFBADF00D0,100000,24,90836,32.003174,32.003906,4096,218.750000,44.948730,32.008301,32.050781,4096,205.000000,45.163086,9,0x2E7F7E331156C09E,184631,1000011,507468
10,mul_free,0xDEADBEEFBADF00D0,100000,24,59772,31.984863,31.972656,4096,258.500000,45.176914,31.984863,31.972656,4096,258.500000,45.176914,9,0x66FF0DFA9AC8BB67,202853,1100012,552310
11,mul_free,0xDEADBEEFBADF00D0,100000,24,54586,31.999756,31.992188,4096,256.750000,44.440996,31.984863,31.972656,4096,258.500000,45.176914,9,0x66FF0DFA9AC8BB67,222617,1200013,588030
12,mul_free,0xDEADBEEFBADF00D0,100000,24,0,31.984863,31.972656,4096,258.500000,44.676914,31.984863,31.972656,4096,258.500000,45.176914,9,0x66FF0DFA9AC8BB67,240081,1300014,629389
13,mul_free,0xDEADBEEFBADF00D0,100000,24,60088,32.030518,32.039063,4096,246.000000,45.499512,32.030518,32.039063,4096,246.000000,45.499512,8,0x874C8A2BFF15E73D,260476,1400015,675804
14,mul_free,0xDEADBEEFBADF00D0,100000,24,39820,31.989746,31.996094,4096,224.125000,44.377930,32.030518,32.039063,4096,246.000000,45.499512,8,0x874C8A2BFF15E73D,278372,1500016,731916
15,mul_free,0xDEADBEEFBADF00D0,100000,24,0,32.030518,32.039063,4096,246.000000,44.999512,32.030518,32.039063,4096,246.000000,45.499512,8,0x874C8A2BFF15E73D,296551,1600017,783921
16,mul_free,0xDEADBEEFBADF00D0,100000,24,50082,31.999756,31.968750,4096,238.875000,44.841309,32.030518,32.039063,4096,246.000000,45.499512,8,0x874C8A2BFF15E73D,314332,1700018,836063
