idx,op_id,op_name,dst,src1,src2,imm_hex,used_len
0,5,SHR_XOR,4,0,7,0x319A2397DD5A6A01,7
1,4,SHL_XOR,3,4,6,0x5D4EF72FAF3EECA8,7
2,4,SHL_XOR,4,3,4,0xC472AE0C05455747,7
3,5,SHR_XOR,4,4,6,0x9698954D93785253,7
4,5,SHR_XOR,6,4,4,0x3D3473DFDBC8F3DD,7
5,3,ROTL,6,6,0,0x485C0F9B573F84A0,7
6,4,SHL_XOR,7,6,6,0x48EDBC2BD592A6CD,7
