outer_iter,mode,seed,sa_steps,max_prog_len,local_best_iter,local_avalanche,local_balance,local_period,local_chisq,local_composite,best_avalanche,best_balance,best_period,best_chisq,best_composite,best_len,best_hash,accepted,evaluated,elapsed_ms
0,mul_free,0xF00DCAFE12345678,100000,24,79583,31.990479,31.964844,4096,243.500000,45.729004,31.990479,31.964844,4096,243.500000,45.729004,8,0x4C2AE41AE4111585,19927,100002,45459
1,mul_free,0xF00DCAFE12345678,100000,24,62402,32.007813,32.000000,4096,241.500000,44.921875,31.990479,31.964844,4096,243.500000,45.729004,8,0x4C2AE41AE4111585,39075,200003,81554
2,mul_free,0xF00DCAFE12345678,100000,24,66482,32.013672,32.019531,4096,244.625000,45.265625,31.990479,31.964844,4096,243.500000,45.729004,8,0x4C2AE41AE4111585,58092,300004,119939
3,mul_free,0xF00DCAFE12345678,100000,24,58568,32.019287,32.007813,4096,249.875000,44.768066,31.990479,31.964844,4096,243.500000,45.729004,8,0x4C2AE41AE4111585,75654,400005,154863
4,mul_free,0xF00DCAFE12345678,100000,24,97420,32.032959,32.000000,4096,201.625000,45.170410,31.990479,31.964844,4096,243.500000,45.729004,8,0x4C2AE41AE4111585,94485,500006,194676
5,mul_free,0xF00DCAFE12345678,100000,24,58735,32.000244,32.023438,4096,241.625000,45.380371,31.990479,31.964844,4096,243.500000,45.729004,8,0x4C2AE41AE4111585,113735,600007,236803
6,mul_free,0xF00DCAFE12345678,100000,24,60977,32.006104,32.031250,4096,209.000000,44.282715,31.990479,31.964844,4096,243.500000,45.729004,8,0x4C2AE41AE4111585,131986,700008,277448
7,mul_free,0xF00DCAFE12345678,100000,24,97495,32.003906,31.851563,4096,214.000000,45.218750,31.990479,31.964844,4096,243.500000,45.729004,8,0x4C2AE41AE4111585,150190,800009,325604
8,mul_free,0xF00DCAFE12345678,100000,24,65018,31.991211,32.046875,4096,254.000000,45.177734,31.990479,31.964844,4096,243.500000,45.729004,8,0x4C2AE41AE4111585,169068,900010,377228
9,mul_free,0xF00DCAFE12345678,100000,24,37464,32.006348,32.003906,4096,243.125000,44.916992,31.990479,31.964844,4096,243.500000,45.729004,8,0x4C2AE41AE4111585,187567,1000011,416607
