idx,op_id,op_name,dst,src1,src2,imm_hex,used_len
0,14,ADD_ROT,0,0,5,0x8E3DAF78187C64B7,7
1,4,SHL_XOR,1,0,3,0xE30196E65DD2358C,7
2,5,SHR_XOR,3,1,1,0x1B87195EFADF3020,7
3,5,SHR_XOR,4,3,7,0x53035C992BC22164,7
4,4,SHL_XOR,1,4,6,0x1EE36BA24357D3E0,7
5,4,SHL_XOR,7,1,1,0x5CB081A0D0DF0FB4,7
6,5,SHR_XOR,7,7,4,0xDDD21280B379A96D,7
