outer_iter,mode,seed,sa_steps,max_prog_len,local_best_iter,local_avalanche,local_balance,local_period,local_chisq,local_composite,best_avalanche,best_balance,best_period,best_chisq,best_composite,best_len,best_hash,accepted,evaluated,elapsed_ms
0,mul_free,0xCAFEBABEC0DE0001,100000,24,34731,32.058350,31.945313,4096,259.000000,44.603066,32.058350,31.945313,4096,259.000000,44.603066,9,0xA84DDD3EE1F64FA2,19107,100002,53603
1,mul_free,0xCAFEBABEC0DE0001,100000,24,66993,31.998047,32.015625,4096,227.375000,44.902344,31.998047,32.015625,4096,227.375000,44.902344,10,0x6D7E9543983D3EF2,37578,200003,108946
2,mul_free,0xCAFEBABEC0DE0001,100000,24,92406,32.008545,32.003906,4096,269.375000,44.251270,31.998047,32.015625,4096,227.375000,44.902344,10,0x6D7E9543983D3EF2,56595,300004,163479
3,mul_free,0xCAFEBABEC0DE0001,100000,24,55721,32.000977,32.011719,4096,241.750000,45.931641,32.000977,32.011719,4096,241.750000,45.931641,8,0x54386E6AA2EA2B1,74467,400005,215108
4,mul_free,0xCAFEBABEC0DE0001,100000,24,0,32.000977,32.011719,4096,241.750000,45.431641,32.000977,32.011719,4096,241.750000,45.931641,8,0x54386E6AA2EA2B1,92624,500006,269766
5,mul_free,0xCAFEBABEC0DE0001,100000,24,61273,32.009277,32.007813,4096,239.000000,44.368164,32.000977,32.011719,4096,241.750000,45.931641,8,0x54386E6AA2EA2B1,110556,600007,326646
6,mul_free,0xCAFEBABEC0DE0001,100000,24,61791,32.009766,31.984375,4096,246.875000,44.324219,32.000977,32.011719,4096,241.750000,45.931641,8,0x54386E6AA2EA2B1,129098,700008,381245
7,mul_free,0xCAFEBABEC0DE0001,100000,24,83416,31.996094,32.003906,4096,219.250000,44.941406,32.000977,32.011719,4096,241.750000,45.931641,8,0x54386E6AA2EA2B1,147758,800009,434280
8,mul_free,0xCAFEBABEC0DE0001,100000,24,83502,31.971436,31.976563,4096,231.375000,45.097168,32.000977,32.011719,4096,241.750000,45.931641,8,0x54386E6AA2EA2B1,164685,900010,485241
9,mul_free,0xCAFEBABEC0DE0001,100000,24,62413,31.990723,31.988281,4096,251.000000,44.348633,32.000977,32.011719,4096,241.750000,45.931641,8,0x54386E6AA2EA2B1,183919,1000011,519755
10,mul_free,0xCAFEBABEC0DE0001,100000,24,98941,32.016602,32.011719,4096,257.125000,45.754141,32.000977,32.011719,4096,241.750000,45.931641,8,0x54386E6AA2EA2B1,202204,1100012,548829
11,mul_free,0xCAFEBABEC0DE0001,100000,24,92427,31.952148,32.015625,4096,210.250000,44.443359,32.000977,32.011719,4096,241.750000,45.931641,8,0x54386E6AA2EA2B1,219970,1200013,586633
12,mul_free,0xCAFEBABEC0DE0001,100000,24,36993,31.969971,31.960938,4096,245.125000,45.504395,32.000977,32.011719,4096,241.750000,45.931641,8,0x54386E6AA2EA2B1,237542,1300014,633975
13,mul_free,0xCAFEBABEC0DE0001,100000,24,95817,32.000000,31.972656,4096,273.625000,45.677031,32.000977,32.011719,4096,241.750000,45.931641,8,0x54386E6AA2EA2B1,256902,1400015,664784
14,mul_free,0xCAFEBABEC0DE0001,100000,24,93447,32.009521,32.011719,4096,249.625000,43.846191,32.000977,32.011719,4096,241.750000,45.931641,8,0x54386E6AA2EA2B1,274954,1500016,700244
15,mul_free,0xCAFEBABEC0DE0001,100000,24,43032,32.012207,31.898438,4096,257.375000,43.846367,32.000977,32.011719,4096,241.750000,45.931641,8,0x54386E6AA2EA2B1,292635,1600017,737525
16,mul_free,0xCAFEBABEC0DE0001,100000,24,72023,31.992676,32.035156,4096,236.750000,44.750977,32.000977,32.011719,4096,241.750000,45.931641,8,0x54386E6AA2EA2B1,311720,1700018,771138
17,mul_free,0xCAFEBABEC0DE0001,100000,24,56691,31.973389,32.015625,4096,244.375000,44.655762,32.000977,32.011719,4096,241.750000,45.931641,8,0x54386E6AA2EA2B1,330129,1800019,823379
18,mul_free,0xCAFEBABEC0DE0001,100000,24,80898,31.995605,31.988281,4096,223.500000,45.397461,32.000977,32.011719,4096,241.750000,45.931641,8,0x54386E6AA2EA2B1,351769,1900020,871836
19,mul_free,0xCAFEBABEC0DE0001,100000,24,55862,32.004395,32.027344,4096,246.375000,45.319336,32.000977,32.011719,4096,241.750000,45.931641,8,0x54386E6AA2EA2B1,371174,2000021,912012
