idx,op_id,op_name,dst,src1,src2,imm_hex,used_len
0,14,ADD_ROT,3,0,6,0x6F45884141974B63,7
1,0,XOR,0,0,3,0x925DA4CF1772C7C4,7
2,12,BSWAP,4,0,3,0x2AF95FCB00D3D7A4,7
3,14,ADD_ROT,1,0,4,0x23293A27264BA6C8,7
4,5,SHR_XOR,6,1,3,0xB06701C4CA00DD5F,7
5,5,SHR_XOR,7,6,5,0x94ED7E9354AF4321,7
6,4,SHL_XOR,7,7,1,0x6E884F2EBE5CBC70,7
