idx,op_id,op_name,dst,src1,src2,used_len
0,4,EVAL_CUR,1,3,1,13
1,5,ACCEPT_IF_BETTER,3,0,2,13
2,10,REG_SHR,2,1,0,13
3,0,INIT_CUR,1,3,2,13
4,8,RAND_REG,1,1,3,13
5,3,CROSS_BEST_CUR,0,3,3,13
6,4,EVAL_CUR,0,3,3,13
7,10,REG_SHR,3,1,2,13
8,6,ACCEPT_SA,0,2,3,13
9,0,INIT_CUR,1,1,2,13
10,3,CROSS_BEST_CUR,1,0,0,13
11,3,CROSS_BEST_CUR,3,3,0,13
12,2,MUTATE_BEST_TO_CUR,1,3,2,13
