idx,op_id,op_name,dst,src1,src2
0,6,ACCEPT_META_SA,0,1,2
1,2,MUTATE_META_BEST_TO_CUR,2,0,1
2,2,MUTATE_META_BEST_TO_CUR,1,0,3
3,12,CALL_META,2,2,3
4,4,EVAL_META_CUR,2,3,2
