iter,accepted,best_updated,anchor_mean,holdout_mean,current_holdout,best_holdout
0,true,true,-252803.746582,-1000000.000000,-1000000.000000,-1000000.000000
1,false,false,-1000000.000000,-1000000.000000,-1000000.000000,-1000000.000000
2,false,false,-252803.746582,-1000000.000000,-1000000.000000,-1000000.000000
3,true,true,-252797.694243,-209.463220,-209.463220,-209.463220
4,false,false,-2875.946289,-1000000.000000,-209.463220,-209.463220
5,false,false,-250176.181260,-1000000.000000,-209.463220,-209.463220
6,false,false,-252797.694243,-209.463220,-209.463220,-209.463220
7,false,false,-253139.429399,-1000000.000000,-209.463220,-209.463220
8,false,false,-252803.746582,-1000000.000000,-209.463220,-209.463220
9,false,false,-1000000.000000,-1000000.000000,-209.463220,-209.463220
10,false,false,-500136.623267,-1000000.000000,-209.463220,-209.463220
11,false,false,-750059.023804,-1000000.000000,-209.463220,-209.463220
12,false,false,-252795.727295,-1000000.000000,-209.463220,-209.463220
13,false,false,-253139.429399,-1000000.000000,-209.463220,-209.463220
14,false,false,-1000000.000000,-1000000.000000,-209.463220,-209.463220
15,false,false,-500110.494658,-1000000.000000,-209.463220,-209.463220
16,false,false,-1000000.000000,-1000000.000000,-209.463220,-209.463220
17,false,false,-252797.694243,-209.463220,-209.463220,-209.463220
18,false,false,-252797.694243,-209.463220,-209.463220,-209.463220
19,false,false,-252797.694243,-209.463220,-209.463220,-209.463220
20,false,false,-252803.746582,-1000000.000000,-209.463220,-209.463220
21,false,false,-752683.812500,-1000000.000000,-209.463220,-209.463220
22,false,false,-1000000.000000,-1000000.000000,-209.463220,-209.463220
23,false,false,-250176.181260,-1000000.000000,-209.463220,-209.463220
24,false,false,-502742.628740,-1000000.000000,-209.463220,-209.463220
25,false,false,-252797.694243,-209.463220,-209.463220,-209.463220
26,false,false,-252797.694243,-209.463220,-209.463220,-209.463220
27,false,false,-500120.607588,-1000000.000000,-209.463220,-209.463220
28,false,false,-252797.694243,-209.463220,-209.463220,-209.463220
29,false,false,-252803.746582,-1000000.000000,-209.463220,-209.463220
30,false,false,-252797.694243,-209.463220,-209.463220,-209.463220
31,false,false,-252797.694243,-209.463220,-209.463220,-209.463220
32,false,false,-500120.607588,-1000000.000000,-209.463220,-209.463220
33,false,false,-500141.394604,-1000000.000000,-209.463220,-209.463220
34,false,false,-250134.360073,-1000000.000000,-209.463220,-209.463220
35,false,false,-500124.028955,-1000000.000000,-209.463220,-209.463220
36,false,false,-250154.408374,-1000000.000000,-209.463220,-209.463220
37,false,false,-1000000.000000,-1000000.000000,-209.463220,-209.463220
38,false,false,-1000000.000000,-1000000.000000,-209.463220,-209.463220
39,false,false,-252797.694243,-209.463220,-209.463220,-209.463220
40,false,false,-252803.746582,-1000000.000000,-209.463220,-209.463220
41,false,false,-252791.958984,-1000000.000000,-209.463220,-209.463220
42,false,false,-500124.028955,-1000000.000000,-209.463220,-209.463220
43,false,false,-502728.868809,-1000000.000000,-209.463220,-209.463220
44,false,false,-500107.984507,-1000000.000000,-209.463220,-209.463220
45,false,false,-250189.119458,-262.136133,-209.463220,-209.463220
46,false,false,-252797.694243,-209.463220,-209.463220,-209.463220
47,false,false,-253139.429399,-1000000.000000,-209.463220,-209.463220
48,false,false,-252803.746582,-1000000.000000,-209.463220,-209.463220
49,false,false,-252797.694243,-209.463220,-209.463220,-209.463220
50,false,false,-252797.694243,-209.463220,-209.463220,-209.463220
51,false,false,-255443.205181,-1000000.000000,-209.463220,-209.463220
52,false,false,-500110.494658,-1000000.000000,-209.463220,-209.463220
53,false,false,-250176.181260,-1000000.000000,-209.463220,-209.463220
54,false,false,-500107.984507,-1000000.000000,-209.463220,-209.463220
55,false,false,-252797.694243,-209.463220,-209.463220,-209.463220
56,false,false,-252803.746582,-1000000.000000,-209.463220,-209.463220
57,false,false,-500120.607588,-1000000.000000,-209.463220,-209.463220
58,false,false,-253139.429399,-1000000.000000,-209.463220,-209.463220
59,false,false,-252797.694243,-209.463220,-209.463220,-209.463220
60,false,false,-1000000.000000,-1000000.000000,-209.463220,-209.463220
61,false,false,-255443.506104,-1000000.000000,-209.463220,-209.463220
62,false,false,-1000000.000000,-1000000.000000,-209.463220,-209.463220
63,false,false,-252795.727295,-1000000.000000,-209.463220,-209.463220
64,false,false,-252797.694243,-209.463220,-209.463220,-209.463220
