idx,op_id,op_name,dst,src1,src2,imm_hex,used_len
0,12,BSWAP,2,6,6,0x0D6297099F75EBB2,4
1,4,SHL_XOR,6,0,5,0xD760D0BD8EDD16A8,4
2,12,BSWAP,2,6,7,0x2EA81DE9059D1E18,4
3,1,ADD,7,2,6,0xE596412D063DE326,4
