idx,op_id,op_name,dst,src1,src2,used_len
0,0,INIT_CUR,0,0,0,12
1,4,EVAL_CUR,0,0,0,12
2,5,ACCEPT_IF_BETTER,0,0,0,12
3,0,INIT_CUR,1,3,1,12
4,6,ACCEPT_SA,1,0,1,12
5,2,MUTATE_BEST_TO_CUR,0,3,1,12
6,12,NOP,3,2,2,12
7,12,NOP,2,1,2,12
8,4,EVAL_CUR,1,0,3,12
9,9,REG_XOR,1,2,2,12
10,6,ACCEPT_SA,3,1,3,12
11,1,MUTATE_CUR,0,2,1,12
