idx,op_id,op_name,dst,src1,src2,used_len
0,3,CROSS_BEST_CUR,0,3,1,15
1,1,MUTATE_CUR,1,1,0,15
2,4,EVAL_CUR,0,1,0,15
3,10,REG_SHR,2,3,2,15
4,5,ACCEPT_IF_BETTER,3,1,0,15
5,5,ACCEPT_IF_BETTER,1,1,3,15
6,6,ACCEPT_SA,2,0,3,15
7,11,TEMP_DECAY,0,3,3,15
8,7,RESET_CUR_TO_BEST,3,1,0,15
9,12,NOP,2,3,2,15
10,12,NOP,3,2,2,15
11,6,ACCEPT_SA,1,3,2,15
12,3,CROSS_BEST_CUR,0,0,3,15
13,4,EVAL_CUR,2,0,1,15
14,1,MUTATE_CUR,0,0,1,15
