idx,op_id,op_name,dst,src1,src2,used_len
0,4,EVAL_CUR,1,3,0,11
1,12,NOP,3,2,0,11
2,9,REG_XOR,1,0,1,11
3,11,TEMP_DECAY,0,0,2,11
4,6,ACCEPT_SA,2,1,3,11
5,7,RESET_CUR_TO_BEST,1,0,2,11
6,9,REG_XOR,2,0,2,11
7,12,NOP,1,2,2,11
8,5,ACCEPT_IF_BETTER,0,0,1,11
9,5,ACCEPT_IF_BETTER,1,0,2,11
10,2,MUTATE_BEST_TO_CUR,1,2,1,11
