iter,candidate_fit,best_fit,accepted,len
0,0.0000,0.0000,0,9
1,0.0000,0.0000,0,10
2,0.0000,0.0000,0,9
3,0.0000,0.0000,0,9
4,-8746.3764,0.0000,0,9
5,0.0000,0.0000,0,9
6,0.0000,0.0000,0,9
7,0.0000,0.0000,0,10
8,-6582.5362,0.0000,0,9
9,0.0000,0.0000,0,9
10,0.0000,0.0000,0,9
11,0.0000,0.0000,0,9
12,0.0000,0.0000,0,9
13,0.0000,0.0000,0,8
14,39.1290,0.0000,1,9
15,39.2024,39.2024,0,9
16,32.3509,14.3690,1,10
17,-1064.5682,41.8045,0,11
18,20.2972,33.4692,0,10
19,30.4801,30.4801,0,9
20,7.4054,7.4054,0,10
21,3.2937,26.8092,0,11
22,-9761.9105,26.0668,0,10
23,-13.1128,1.7349,0,10
24,9.4773,3.6486,1,10
25,-1050.6772,-1050.6772,0,11
26,-22.6461,-22.6461,0,11
27,-17.8850,-17.8850,0,10
28,25.8435,38.2455,0,11
29,10.3537,-0.9425,0,10
30,35.2081,29.4247,0,10
31,30.3732,8.6243,0,10
32,0.0000,21.4929,0,10
33,19.1125,19.1125,0,10
34,16.8723,16.8723,0,11
35,-1038.8351,22.8176,0,10
36,37.3053,-1037.5017,1,10
37,31.1540,45.2388,0,10
38,30.4838,30.4838,0,9
39,39.0095,39.0095,0,10
40,47.0363,47.0363,0,10
41,38.3568,27.0568,1,10
42,-20.8898,38.1010,0,10
43,29.6971,29.6971,0,10
44,35.3904,35.3904,0,10
45,32.4622,22.1625,1,10
46,31.0743,31.0743,0,10
47,42.2485,46.4171,0,10
48,4.1619,32.9609,0,10
49,38.7298,38.7298,0,10
50,39.0516,40.3568,0,10
51,12.2168,36.9088,0,10
52,0.0000,35.7952,0,10
53,30.6266,30.6266,0,11
54,21.1480,27.3822,0,10
55,38.2128,38.2128,0,9
56,40.4739,27.9338,0,10
57,27.9162,29.1998,0,10
58,44.4913,44.4913,0,10
59,41.1093,41.1093,0,11
60,36.7755,34.1404,0,10
61,0.0000,28.2722,0,10
62,24.7183,37.5824,0,10
63,37.2560,38.1508,0,10
64,3.8485,39.7861,0,10
65,16.4000,27.6888,0,10
66,39.3129,39.3129,0,9
67,40.9706,40.9706,0,9
68,0.0000,46.1818,0,10
69,47.0457,47.0457,0,10
70,42.5299,30.7233,0,10
71,41.4256,41.4256,0,10
72,-8694.0428,42.9127,0,10
73,-0.8871,30.0799,0,9
74,0.0000,40.3202,0,9
75,-6656.4647,37.7731,0,10
76,16.0451,16.0451,0,10
77,37.6742,37.6742,0,11
78,47.2163,47.2163,0,11
79,13.9397,45.2356,0,10
80,44.7373,44.7373,0,10
81,42.5786,42.5786,0,9
82,42.8542,35.8396,0,10
83,30.9857,30.9857,0,10
84,39.9091,42.9333,0,10
85,36.8684,36.8684,0,10
86,43.3528,38.5288,0,10
87,25.9087,37.9134,0,10
88,22.8310,22.8310,0,11
89,23.6836,23.6836,0,11
90,40.3769,40.3769,0,9
91,-9.4743,39.9102,0,9
92,30.1682,32.1855,0,11
93,45.9744,41.7866,1,11
94,31.4466,38.4186,0,10
95,41.4895,41.4895,0,11
96,29.1038,25.0665,1,11
97,15.6690,33.6411,0,11
98,-7742.3845,36.0116,0,11
99,44.0606,34.1807,0,11
100,0.0000,-0.1373,0,11
101,37.7044,44.7565,0,12
102,46.8556,46.7592,0,11
103,43.8973,43.8973,0,12
104,20.8160,20.8160,0,11
105,41.3205,41.3205,0,10
106,34.2086,34.2086,0,10
107,42.9251,40.4310,0,10
108,42.3311,10.2273,0,11
109,39.2276,39.2276,0,11
110,33.9684,33.9684,0,11
111,-8690.7087,44.3372,0,11
112,40.9537,40.9537,0,11
113,0.0000,41.9349,0,11
114,41.2027,32.2555,0,11
115,37.3579,46.4181,0,11
116,39.8746,39.8746,0,10
117,34.4909,34.4909,0,10
118,36.0666,36.0666,0,11
119,40.9592,40.9592,0,10
120,35.0275,35.0275,0,11
121,-1057.9794,31.2932,0,10
122,36.1221,40.5717,0,11
123,-8623.5480,39.4483,0,11
124,32.6305,32.6305,0,12
125,30.9898,30.9898,0,11
126,44.7084,42.8518,1,11
127,32.6902,32.6902,0,11
128,34.5741,40.7404,0,11
129,35.3324,39.0508,0,11
130,44.4877,43.7040,1,11
131,-9720.2713,31.1194,0,11
132,16.1421,40.3778,0,11
133,0.0000,29.6602,0,11
134,43.6457,30.6566,0,10
135,41.7839,41.7839,0,11
136,29.3747,29.3747,0,12
137,4.1389,35.5019,0,11
138,40.8633,40.7089,0,12
139,43.5381,40.0509,0,11
140,42.1307,38.8940,0,11
141,34.8359,34.8359,0,12
142,32.9802,28.4147,1,12
143,0.0000,46.6676,0,12
144,38.4699,40.3645,0,12
145,41.1696,41.1696,0,11
146,41.3819,42.9115,0,12
147,40.0371,40.0371,0,12
148,28.9977,28.9977,0,11
149,41.3631,41.3631,0,13
150,35.6611,35.6611,0,13
151,0.0000,42.4088,0,12
152,26.4519,26.4519,0,13
153,30.9169,30.9169,0,12
154,32.0859,32.0859,0,12
155,37.9211,46.1650,0,12
156,28.9796,28.9796,0,12
157,41.4639,40.4015,0,11
158,-10837.4000,37.0555,0,12
159,15.4657,15.4657,0,12
160,31.5140,31.5140,0,12
161,40.6895,40.6895,0,13
162,15.7557,42.5262,0,11
163,31.4274,39.4186,0,12
