idx,op_id,op_name,dst,src1,src2,used_len
0,0,INIT_CUR,0,0,3,7
1,4,EVAL_CUR,2,0,2,7
2,4,EVAL_CUR,0,1,0,7
3,5,ACCEPT_IF_BETTER,2,1,3,7
4,2,MUTATE_BEST_TO_CUR,3,1,0,7
5,8,RAND_REG,0,2,0,7
6,9,REG_XOR,2,1,1,7
