iter,accepted,best_updated,anchor_mean,holdout_mean,current_holdout,best_holdout
0,true,true,47.382446,47.486694,47.486694,47.486694
1,false,false,47.580078,46.210566,47.486694,47.486694
2,false,false,47.382446,47.486694,47.486694,47.486694
3,false,false,46.365845,41.021748,47.486694,47.486694
4,false,false,47.580078,46.210566,47.486694,47.486694
5,false,false,47.582896,42.875947,47.486694,47.486694
6,false,false,47.605103,41.279336,47.486694,47.486694
7,false,false,47.538574,42.875947,47.486694,47.486694
8,false,false,47.382446,47.486694,47.486694,47.486694
9,false,false,47.382446,47.486694,47.486694,47.486694
10,false,false,47.525146,42.875947,47.486694,47.486694
11,false,false,47.382446,47.486694,47.486694,47.486694
12,false,false,47.524492,41.415242,47.486694,47.486694
13,false,false,46.365845,41.021748,47.486694,47.486694
14,false,false,47.580078,41.772922,47.486694,47.486694
15,false,false,47.483765,42.815342,47.486694,47.486694
16,false,false,47.524492,41.415242,47.486694,47.486694
17,false,false,47.608765,42.815342,47.486694,47.486694
18,false,false,47.231934,44.410583,47.486694,47.486694
19,false,false,47.455078,41.772922,47.486694,47.486694
20,false,false,47.594116,40.828506,47.486694,47.486694
21,false,false,47.525146,42.875947,47.486694,47.486694
22,false,false,47.580078,41.772922,47.486694,47.486694
23,false,false,47.538574,42.875947,47.486694,47.486694
24,false,false,47.382446,47.486694,47.486694,47.486694
25,false,false,45.393076,43.931782,47.486694,47.486694
26,false,false,47.608765,42.815342,47.486694,47.486694
27,false,false,47.382446,47.486694,47.486694,47.486694
28,false,false,47.608765,42.815342,47.486694,47.486694
29,false,false,47.382446,47.486694,47.486694,47.486694
30,false,false,47.382446,47.486694,47.486694,47.486694
31,false,false,47.608765,42.815342,47.486694,47.486694
32,false,false,47.382446,47.486694,47.486694,47.486694
33,false,false,47.382446,47.486694,47.486694,47.486694
34,false,false,47.382446,47.486694,47.486694,47.486694
35,false,false,47.382446,47.486694,47.486694,47.486694
36,false,false,47.608765,42.815342,47.486694,47.486694
37,false,false,47.455078,41.772922,47.486694,47.486694
38,false,false,47.382446,47.486694,47.486694,47.486694
39,false,false,47.382446,47.486694,47.486694,47.486694
40,false,false,47.515503,41.266987,47.486694,47.486694
41,false,false,47.608765,42.815342,47.486694,47.486694
42,false,false,47.382446,47.486694,47.486694,47.486694
43,false,false,47.382446,47.486694,47.486694,47.486694
44,false,false,47.580078,46.210566,47.486694,47.486694
45,false,false,47.382446,47.486694,47.486694,47.486694
46,false,false,47.524492,41.415242,47.486694,47.486694
47,false,false,47.580078,46.210566,47.486694,47.486694
48,false,false,47.455078,41.772922,47.486694,47.486694
49,false,false,47.382446,47.486694,47.486694,47.486694
50,false,false,47.685059,47.216589,47.486694,47.486694
51,false,false,47.591064,43.508940,47.486694,47.486694
52,false,false,47.455078,39.172627,47.486694,47.486694
53,false,false,47.692993,39.172627,47.486694,47.486694
54,false,false,47.382446,47.486694,47.486694,47.486694
55,false,false,46.720654,42.826963,47.486694,47.486694
56,false,false,47.382446,47.486694,47.486694,47.486694
57,false,false,47.455078,41.772922,47.486694,47.486694
58,false,false,47.382446,47.486694,47.486694,47.486694
59,false,false,47.455078,41.772922,47.486694,47.486694
60,false,false,47.457520,40.828506,47.486694,47.486694
61,false,false,47.382446,47.486694,47.486694,47.486694
62,false,false,47.608765,42.815342,47.486694,47.486694
63,false,false,47.580078,41.772922,47.486694,47.486694
64,false,false,47.382446,47.486694,47.486694,47.486694
65,false,false,47.580078,41.772922,47.486694,47.486694
66,false,false,47.382446,47.486694,47.486694,47.486694
67,false,false,47.455078,41.772922,47.486694,47.486694
68,false,false,47.605103,41.279336,47.486694,47.486694
69,false,false,46.513965,41.021748,47.486694,47.486694
70,false,false,47.382446,47.486694,47.486694,47.486694
71,false,false,47.382446,47.486694,47.486694,47.486694
72,false,false,47.580078,41.772922,47.486694,47.486694
73,false,false,47.382446,47.486694,47.486694,47.486694
74,false,false,47.538574,42.875947,47.486694,47.486694
75,false,false,47.608765,42.815342,47.486694,47.486694
76,false,false,47.580078,46.210566,47.486694,47.486694
77,false,false,45.393076,43.931782,47.486694,47.486694
78,false,false,47.382446,47.486694,47.486694,47.486694
79,false,false,47.580078,46.210566,47.486694,47.486694
80,false,false,47.580078,47.216589,47.486694,47.486694
