idx,op_id,op_name,dst,src1,src2
0,4,EVAL_MM_CUR,1,3,2
1,5,ACCEPT_MM_IF_BETTER,0,2,0
2,11,TEMP_DECAY,2,3,0
3,0,INIT_MM_CUR,1,0,1
4,10,REG_SHR,1,1,1
5,3,CROSS_MM_BEST_CUR,1,3,3
6,12,CALL_MM,3,1,3
