idx,op_id,op_name,dst,src1,src2,used_len
0,5,ACCEPT_IF_BETTER,0,2,1,10
1,4,EVAL_CUR,1,3,3,10
2,3,CROSS_BEST_CUR,2,3,2,10
3,5,ACCEPT_IF_BETTER,1,0,0,10
4,10,REG_SHR,1,2,1,10
5,2,MUTATE_BEST_TO_CUR,0,3,1,10
6,11,TEMP_DECAY,3,0,3,10
7,2,MUTATE_BEST_TO_CUR,0,1,2,10
8,11,TEMP_DECAY,3,2,2,10
9,4,EVAL_CUR,1,0,1,10
