iter,candidate_fit,best_fit,accepted,len
0,17.6563,146.9063,0,7
1,161.0833,164.1979,0,7
2,42.8438,133.0833,0,7
3,151.3958,151.3958,0,8
4,165.8229,168.0417,0,7
5,152.7396,152.7396,0,6
6,140.4896,140.4896,0,7
7,126.5000,140.5313,0,7
8,-1000000.0000,117.0729,0,6
9,142.2917,142.2917,0,8
10,101.4479,94.0625,0,8
11,169.5000,169.5000,0,7
12,-1000000.0000,152.0938,0,6
13,-17.6771,134.3854,0,7
14,130.1563,155.4479,0,7
15,120.7500,154.2083,0,7
16,89.5938,89.5938,0,7
17,166.4271,166.4271,0,6
18,143.8958,140.2813,1,7
19,10.4167,169.6458,0,6
20,165.2813,152.9375,1,8
21,105.0104,105.0104,0,7
22,135.2917,125.5833,0,9
23,89.3750,89.3750,0,8
24,-15.9375,163.3542,0,8
25,23.7292,147.8542,0,8
26,150.0000,126.7292,1,8
27,-21.3333,120.3125,0,8
28,145.3542,145.3542,0,7
29,167.0104,167.0104,0,9
30,166.8542,167.7083,0,8
31,146.7813,124.1354,0,7
32,154.5833,154.5833,0,8
33,128.6458,128.6458,0,7
34,172.3333,157.7188,0,8
35,-20.4583,158.9583,0,8
36,116.7708,118.7917,0,8
37,161.6771,161.6771,0,7
38,145.8750,145.0417,0,8
39,129.4583,129.4583,0,9
40,-19.8438,117.4063,0,8
41,131.5417,156.1458,0,8
42,151.3542,169.2500,0,8
43,162.9375,165.4167,0,8
44,-21.8958,138.4375,0,8
45,-17.8333,146.3438,0,7
46,173.8333,173.8333,0,8
47,-1.5104,169.6458,0,8
48,-19.1563,121.0521,0,8
49,26.5417,160.6146,0,9
50,-22.3542,164.4063,0,7
51,177.4063,160.2813,0,9
52,132.3333,145.6458,0,8
53,-21.0521,121.9688,0,9
54,172.1563,164.3750,0,8
55,163.2292,163.2292,0,9
56,172.2917,140.7604,1,9
57,176.1667,133.4063,1,9
58,139.4375,148.6146,0,9
59,87.3750,145.4688,0,9
60,176.3333,176.6667,0,9
61,159.8333,176.6667,0,9
