idx,op_id,op_name,dst,src1,src2,used_len
0,6,ACCEPT_SA,2,0,2,11
1,12,NOP,3,0,2,11
2,2,MUTATE_BEST_TO_CUR,2,1,0,11
3,4,EVAL_CUR,1,3,1,11
4,5,ACCEPT_IF_BETTER,1,2,0,11
5,12,NOP,2,1,3,11
6,12,NOP,0,3,3,11
7,6,ACCEPT_SA,2,0,3,11
8,2,MUTATE_BEST_TO_CUR,3,2,0,11
9,10,REG_SHR,1,3,2,11
10,4,EVAL_CUR,0,1,3,11
