idx,op_id,op_name,dst,src1,src2
0,6,ACCEPT_META_SA,2,3,3
1,2,MUTATE_META_BEST_TO_CUR,2,0,0
2,2,MUTATE_META_BEST_TO_CUR,3,3,0
3,8,RAND_REG,0,3,3
4,5,ACCEPT_META_IF_BETTER,0,0,2
5,0,INIT_META_CUR,3,0,3
6,6,ACCEPT_META_SA,2,2,0
7,1,MUTATE_META_CUR,1,3,0
8,12,CALL_META,2,2,1
9,10,REG_SHR,2,0,2
10,4,EVAL_META_CUR,1,2,0
11,3,CROSS_META_BEST_CUR,0,1,0
12,4,EVAL_META_CUR,3,3,2
13,11,TEMP_DECAY,3,0,2
14,13,NOP,2,0,1
