idx,op_id,op_name,dst,src1,src2,used_len
0,9,REG_XOR,0,3,2,5
1,6,ACCEPT_SA,1,0,1,5
2,1,MUTATE_CUR,3,2,0,5
3,0,INIT_CUR,0,0,0,5
4,4,EVAL_CUR,2,0,0,5
