idx,op_id,op_name,dst,src1,src2
0,7,RESET_META_CUR_TO_BEST,2,3,1
1,2,MUTATE_META_BEST_TO_CUR,0,1,3
2,0,INIT_META_CUR,2,0,0
3,9,REG_XOR,2,1,1
4,1,MUTATE_META_CUR,2,1,1
5,4,EVAL_META_CUR,1,0,1
6,13,NOP,1,2,0
7,8,RAND_REG,0,1,3
8,10,REG_SHR,2,2,2
9,6,ACCEPT_META_SA,1,2,1
