idx,op_id,op_name,dst,src1,src2
0,0,INIT_MM_CUR,0,0,0
1,4,EVAL_MM_CUR,0,0,0
2,5,ACCEPT_MM_IF_BETTER,0,0,0
3,4,EVAL_MM_CUR,3,2,3
4,11,TEMP_DECAY,3,0,3
5,13,NOP,2,1,0
6,8,RAND_REG,3,1,1
7,9,REG_XOR,3,1,1
8,5,ACCEPT_MM_IF_BETTER,3,3,0
9,0,INIT_MM_CUR,0,0,0
10,4,EVAL_MM_CUR,1,1,1
11,12,CALL_MM,1,3,0
12,8,RAND_REG,0,0,2
13,0,INIT_MM_CUR,0,3,1
14,9,REG_XOR,2,0,2
