idx,op_id,op_name,dst,src1,src2,used_len
0,0,INIT_CUR,0,0,0,10
1,4,EVAL_CUR,0,0,0,10
2,5,ACCEPT_IF_BETTER,0,0,0,10
3,12,NOP,1,0,0,10
4,8,RAND_REG,3,1,2,10
5,6,ACCEPT_SA,2,2,0,10
6,3,CROSS_BEST_CUR,1,1,2,10
7,1,MUTATE_CUR,0,1,3,10
8,7,RESET_CUR_TO_BEST,3,2,2,10
9,2,MUTATE_BEST_TO_CUR,1,3,1,10
