idx,kind,i,j,size
0,0,2,5,21
1,0,1,7,21
2,0,3,4,21
3,0,4,7,21
4,0,1,3,21
5,0,0,6,21
6,0,2,4,21
7,0,0,4,21
8,0,6,7,21
9,0,3,5,21
10,0,4,5,21
11,0,5,7,21
12,0,3,6,21
13,0,4,6,21
14,0,2,3,21
15,0,0,1,21
16,0,1,3,21
17,0,0,2,21
18,0,1,2,21
19,0,5,6,21
20,0,3,4,21
