idx,op_id,op_name,dst,src1,src2,used_len
0,4,EVAL_CUR,0,3,3,8
1,5,ACCEPT_IF_BETTER,2,0,1,8
2,11,TEMP_DECAY,2,2,2,8
3,4,EVAL_CUR,0,2,2,8
4,12,NOP,0,1,0,8
5,2,MUTATE_BEST_TO_CUR,2,3,3,8
6,8,RAND_REG,1,3,0,8
7,3,CROSS_BEST_CUR,1,3,3,8
