idx,op_id,op_name,dst,src1,src2
0,2,NOT,113,45,211
1,0,XOR,105,11,105
2,2,NOT,107,47,246
3,1,AND,169,43,27
4,0,XOR,112,205,202
5,1,AND,117,131,42
6,2,NOT,232,54,80
7,0,XOR,38,63,57
8,0,XOR,104,236,204
9,0,XOR,89,105,169
10,0,XOR,110,39,117
11,2,NOT,16,70,173
12,0,XOR,251,7,44
13,2,NOT,75,167,252
14,2,NOT,224,230,211
15,0,XOR,71,8,32
16,0,XOR,45,47,92
17,0,XOR,234,155,178
18,0,XOR,78,32,150
19,2,NOT,119,143,48
20,2,NOT,36,36,175
21,2,NOT,175,110,183
22,0,XOR,192,130,3
23,2,NOT,168,18,190
24,2,NOT,131,31,91
25,0,XOR,139,47,228
26,0,XOR,90,29,139
27,0,XOR,146,28,251
28,0,XOR,24,53,56
29,2,NOT,92,42,156
30,0,XOR,138,89,38
31,0,XOR,141,192,216
32,2,NOT,38,242,163
33,1,AND,124,32,16
34,2,NOT,38,242,163
35,2,NOT,217,163,70
36,1,AND,70,136,183
37,0,XOR,237,138,13
38,0,XOR,160,232,222
39,2,NOT,94,19,126
40,0,XOR,109,47,198
41,0,XOR,213,113,15
42,0,XOR,118,160,40
43,0,XOR,153,213,60
44,0,XOR,153,213,60
45,0,XOR,221,192,4
46,2,NOT,9,243,116
47,1,AND,176,46,46
48,1,AND,108,50,237
49,2,NOT,104,175,217
50,2,NOT,80,123,132
51,2,NOT,143,78,50
52,2,NOT,13,34,204
53,0,XOR,207,94,5
54,0,XOR,250,10,141
55,2,NOT,91,225,231
56,2,NOT,188,118,251
57,0,XOR,33,222,118
58,0,XOR,20,23,50
59,0,XOR,177,64,203
60,1,AND,166,243,117
61,2,NOT,170,2,210
62,0,XOR,3,199,71
63,0,XOR,164,207,237
64,0,XOR,209,1,176
65,2,NOT,98,152,150
66,0,XOR,244,33,162
67,0,XOR,244,33,162
68,0,XOR,186,183,78
69,1,AND,64,25,9
70,2,NOT,79,24,85
71,2,NOT,22,237,130
72,0,XOR,73,22,2
73,0,XOR,252,62,20
74,0,XOR,18,252,58
75,1,AND,145,6,224
76,2,NOT,6,127,176
77,0,XOR,125,43,73
78,0,XOR,60,18,209
79,0,XOR,17,20,184
80,1,AND,113,30,135
81,1,AND,105,246,130
82,1,AND,230,190,16
83,0,XOR,28,73,221
84,2,NOT,209,7,106
85,0,XOR,69,186,220
86,0,XOR,34,13,145
87,0,XOR,34,13,145
88,0,XOR,119,21,244
89,0,XOR,178,12,146
90,0,XOR,197,243,48
91,2,NOT,209,28,165
92,1,AND,148,106,174
93,0,XOR,28,8,60
94,0,XOR,180,42,84
95,2,NOT,59,250,255
96,2,NOT,127,123,19
97,2,NOT,191,26,128
98,2,NOT,146,155,241
99,2,NOT,152,35,190
100,0,XOR,72,10,86
101,0,XOR,232,79,209
102,1,AND,130,31,90
103,0,XOR,91,80,188
104,0,XOR,46,118,252
105,0,XOR,199,240,164
106,0,XOR,182,152,60
107,0,XOR,4,240,11
108,2,NOT,76,101,112
109,2,NOT,225,11,231
110,0,XOR,50,210,123
111,0,XOR,141,80,151
112,2,NOT,2,205,220
113,0,XOR,129,178,30
114,0,XOR,118,4,64
115,0,XOR,43,193,112
116,0,XOR,37,153,129
117,0,XOR,43,193,112
118,0,XOR,37,153,129
119,0,XOR,97,132,165
120,2,NOT,129,102,79
121,0,XOR,241,131,141
122,2,NOT,74,119,34
123,0,XOR,52,27,46
124,0,XOR,209,164,28
125,2,NOT,12,136,231
126,0,XOR,42,209,118
127,2,NOT,204,22,128
128,2,NOT,105,222,201
129,2,NOT,234,113,182
130,0,XOR,199,202,145
131,1,AND,188,124,12
132,0,XOR,64,163,45
133,2,NOT,121,209,69
134,2,NOT,35,16,190
135,0,XOR,29,34,37
136,2,NOT,108,124,66
137,0,XOR,177,131,110
138,0,XOR,222,102,167
139,2,NOT,243,159,251
140,1,AND,128,113,221
141,1,AND,22,25,225
142,2,NOT,146,185,48
143,1,AND,101,92,188
144,0,XOR,210,232,29
145,1,AND,196,52,74
146,1,AND,3,31,226
147,0,XOR,102,188,107
148,2,NOT,190,21,8
149,1,AND,70,176,135
150,2,NOT,192,233,242
151,2,NOT,83,210,183
152,2,NOT,93,19,100
153,2,NOT,203,140,166
154,2,NOT,27,181,44
155,2,NOT,175,28,45
156,0,XOR,144,9,97
157,0,XOR,24,182,83
158,2,NOT,15,243,239
159,2,NOT,197,160,228
160,0,XOR,237,101,21
161,0,XOR,104,32,192
162,1,AND,138,179,94
163,0,XOR,14,40,121
164,0,XOR,20,103,6
165,1,AND,215,205,154
166,0,XOR,123,92,102
167,0,XOR,208,237,188
168,0,XOR,208,237,188
169,2,NOT,127,119,44
170,1,AND,169,8,192
171,1,AND,184,248,104
172,0,XOR,202,207,62
173,0,XOR,98,31,91
174,2,NOT,34,43,121
175,2,NOT,20,253,177
176,1,AND,31,24,29
177,0,XOR,179,24,177
178,2,NOT,23,106,53
179,1,AND,243,99,234
180,1,AND,204,6,91
181,2,NOT,182,4,202
182,2,NOT,198,143,74
183,1,AND,201,57,147
184,0,XOR,134,0,23
185,2,NOT,126,81,241
186,2,NOT,151,9,90
187,0,XOR,132,45,65
188,2,NOT,94,159,4
189,0,XOR,253,179,42
190,0,XOR,161,152,33
191,1,AND,99,35,203
192,0,XOR,3,253,52
193,0,XOR,150,90,108
194,0,XOR,239,253,34
195,0,XOR,25,98,83
196,0,XOR,149,77,107
197,2,NOT,113,205,116
198,0,XOR,13,3,123
199,0,XOR,18,3,125
200,1,AND,7,198,154
201,0,XOR,158,51,1
202,2,NOT,92,191,188
203,0,XOR,56,175,210
204,0,XOR,152,178,65
205,0,XOR,183,65,42
206,0,XOR,96,122,39
207,2,NOT,78,221,69
208,2,NOT,213,179,108
209,0,XOR,19,131,56
210,0,XOR,89,72,84
211,0,XOR,89,72,84
212,0,XOR,238,204,213
213,0,XOR,215,238,149
214,2,NOT,3,238,231
215,0,XOR,1,247,210
216,0,XOR,1,247,210
217,2,NOT,201,252,83
218,2,NOT,193,121,153
219,2,NOT,29,210,116
220,2,NOT,6,83,112
221,1,AND,200,36,109
222,2,NOT,138,251,168
223,2,NOT,29,210,116
224,2,NOT,82,64,250
225,0,XOR,195,189,112
226,0,XOR,26,51,238
227,2,NOT,96,81,181
228,0,XOR,80,221,204
229,1,AND,207,35,72
230,1,AND,175,239,145
231,2,NOT,36,186,56
232,0,XOR,36,158,3
233,1,AND,192,113,238
234,0,XOR,17,252,28
235,2,NOT,28,250,248
236,0,XOR,33,24,207
237,2,NOT,121,246,214
238,2,NOT,224,26,11
239,0,XOR,254,192,160
240,1,AND,31,28,237
241,0,XOR,141,72,41
242,2,NOT,183,141,151
243,0,XOR,8,92,179
244,0,XOR,128,3,154
245,1,AND,139,202,12
246,2,NOT,126,161,190
247,0,XOR,87,72,225
248,0,XOR,47,0,192
249,0,XOR,90,6,70
250,1,AND,130,220,248
251,2,NOT,0,215,67
252,2,NOT,0,215,67
253,0,XOR,55,151,21
254,0,XOR,34,19,198
255,2,NOT,84,81,211
256,2,NOT,211,54,174
257,0,XOR,7,8,124
258,0,XOR,1,14,239
259,0,XOR,25,201,44
260,0,XOR,50,81,179
261,1,AND,23,99,104
262,0,XOR,200,255,72
263,0,XOR,200,255,72
264,0,XOR,195,84,242
265,1,AND,123,237,141
266,0,XOR,72,242,194
267,0,XOR,191,234,38
268,2,NOT,229,12,15
269,2,NOT,220,237,158
270,1,AND,147,21,235
271,0,XOR,95,109,50
272,0,XOR,42,18,170
273,0,XOR,185,232,253
274,0,XOR,209,23,169
275,0,XOR,137,71,14
276,2,NOT,61,246,153
277,0,XOR,146,76,220
278,0,XOR,58,18,87
279,2,NOT,92,141,2
280,2,NOT,92,141,2
281,2,NOT,78,203,253
282,2,NOT,83,47,223
283,0,XOR,130,23,28
284,0,XOR,29,85,28
285,1,AND,237,131,177
286,0,XOR,48,1,208
287,2,NOT,39,48,77
288,0,XOR,47,27,39
289,2,NOT,39,48,77
290,0,XOR,47,27,39
291,0,XOR,91,40,202
292,0,XOR,40,8,71
293,2,NOT,131,7,212
294,2,NOT,65,37,84
295,0,XOR,5,34,127
296,0,XOR,22,238,82
297,0,XOR,32,24,150
298,2,NOT,62,224,48
299,0,XOR,229,200,69
300,2,NOT,30,83,160
301,1,AND,43,76,27
302,2,NOT,82,29,58
303,1,AND,43,76,27
304,1,AND,24,234,13
305,2,NOT,200,73,85
306,2,NOT,54,5,7
307,2,NOT,41,83,44
308,2,NOT,52,26,66
309,0,XOR,6,240,48
310,2,NOT,44,5,122
311,1,AND,69,111,157
312,2,NOT,9,52,105
313,2,NOT,15,215,89
314,0,XOR,31,42,149
315,2,NOT,15,215,89
316,0,XOR,31,42,149
317,2,NOT,33,40,191
318,0,XOR,63,54,229
319,2,NOT,12,5,197
320,2,NOT,171,206,89
321,0,XOR,60,39,171
322,2,NOT,98,159,103
323,2,NOT,27,54,1
324,0,XOR,37,32,237
325,2,NOT,46,18,26
326,0,XOR,53,238,202
327,1,AND,51,221,146
328,2,NOT,17,48,115
329,0,XOR,1,76,63
330,2,NOT,50,17,76
331,0,XOR,3,41,118
332,1,AND,20,199,150
333,0,XOR,52,214,47
334,2,NOT,28,160,124
335,0,XOR,59,126,34
336,0,XOR,10,36,89
337,2,NOT,16,0,193
338,0,XOR,10,36,89
339,2,NOT,16,0,193
340,0,XOR,4,82,6
341,0,XOR,133,84,171
342,0,XOR,56,123,46
343,2,NOT,55,39,126
344,0,XOR,40,60,130
345,2,NOT,175,73,242
346,2,NOT,43,40,225
347,0,XOR,29,96,3
348,0,XOR,204,32,146
349,0,XOR,240,49,2
350,0,XOR,2,163,41
351,2,NOT,32,13,135
352,1,AND,228,172,180
353,1,AND,114,244,173
354,1,AND,228,172,180
355,1,AND,150,161,81
356,0,XOR,35,92,95
357,0,XOR,61,0,20
358,0,XOR,90,81,159
359,0,XOR,34,17,173
360,2,NOT,45,47,133
361,2,NOT,41,39,70
362,0,XOR,38,163,6
363,0,XOR,23,139,204
364,0,XOR,8,26,97
365,1,AND,212,44,244
366,2,NOT,19,52,83
367,1,AND,36,39,84
368,2,NOT,28,41,235
369,2,NOT,57,55,245
370,0,XOR,51,69,50
371,0,XOR,46,134,192
372,0,XOR,21,126,7
373,0,XOR,49,131,107
374,0,XOR,14,37,168
375,2,NOT,11,13,233
376,2,NOT,20,204,74
377,2,NOT,197,183,230
378,2,NOT,29,48,95
379,0,XOR,25,240,42
380,2,NOT,18,0,187
381,2,NOT,18,0,187
382,2,NOT,18,0,187
