generation,best_composite,best_avalanche,best_balance,best_period,best_chisq,best_min_pb,best_max_pb,best_bias_pb,best_used,mean_composite
46,-195.253906,0.7656,31.9922,1024,236.0000,0.000000,0.031250,0.488037,166,-196.124939
47,-195.253906,0.7656,31.9922,1024,236.0000,0.000000,0.031250,0.488037,166,-196.141418
48,-195.214844,0.7656,32.0000,1024,236.0000,0.000000,0.031250,0.488037,167,-196.210540
49,-195.214844,0.7656,32.0000,1024,236.0000,0.000000,0.031250,0.488037,167,-196.017910
50,-195.214844,0.7656,32.0000,1024,236.0000,0.000000,0.031250,0.488037,167,-195.956692
51,-195.214844,0.7656,32.0000,1024,236.0000,0.000000,0.031250,0.488037,167,-195.850586
52,-195.214844,0.7656,32.0000,1024,236.0000,0.000000,0.031250,0.488037,167,-195.747092
53,-195.214844,0.7656,32.0000,1024,236.0000,0.000000,0.031250,0.488037,167,-195.753784
54,-195.214844,0.7656,32.0000,1024,236.0000,0.000000,0.031250,0.488037,167,-195.743369
55,-195.214844,0.7656,32.0000,1024,236.0000,0.000000,0.031250,0.488037,167,-195.643894
56,-195.156250,0.7813,32.0078,1024,236.0000,0.000000,0.031250,0.487793,168,-196.404727
57,-195.156250,0.7813,32.0078,1024,236.0000,0.000000,0.031250,0.487793,168,-196.279424
58,-195.156250,0.7813,32.0078,1024,236.0000,0.000000,0.031250,0.487793,168,-196.311484
59,-195.117188,0.7813,32.0000,1024,236.0000,0.000000,0.031250,0.487793,168,-196.391941
60,-195.117188,0.7813,32.0000,1024,236.0000,0.000000,0.031250,0.487793,168,-195.406871
61,-195.117188,0.7813,32.0000,1024,236.0000,0.000000,0.031250,0.487793,168,-195.535652
62,-194.921875,0.8125,32.0000,1024,236.0000,0.000000,0.031250,0.487305,168,-196.440587
63,-194.921875,0.8125,32.0000,1024,236.0000,0.000000,0.031250,0.487305,168,-195.687622
64,-194.921875,0.8125,32.0000,1024,236.0000,0.000000,0.031250,0.487305,168,-195.741733
65,-194.921875,0.8125,32.0000,1024,236.0000,0.000000,0.031250,0.487305,168,-195.463762
66,-194.921875,0.8125,32.0000,1024,236.0000,0.000000,0.031250,0.487305,168,-195.590916
67,-194.921875,0.8125,32.0000,1024,236.0000,0.000000,0.031250,0.487305,168,-195.517866
68,-194.921875,0.8125,32.0000,1024,236.0000,0.000000,0.031250,0.487305,168,-195.464255
69,-194.921875,0.8125,32.0000,1024,236.0000,0.000000,0.031250,0.487305,168,-195.234768
70,-194.921875,0.8125,32.0000,1024,236.0000,0.000000,0.031250,0.487305,168,-195.464172
71,-194.921875,0.8125,32.0000,1024,236.0000,0.000000,0.031250,0.487305,168,-195.719802
72,-194.921875,0.8125,32.0000,1024,236.0000,0.000000,0.031250,0.487305,168,-195.815750
73,-194.921875,0.8125,32.0000,1024,236.0000,0.000000,0.031250,0.487305,168,-195.961485
74,-194.921875,0.8125,32.0000,1024,236.0000,0.000000,0.031250,0.487305,168,-195.297163
75,-194.921875,0.8125,32.0000,1024,236.0000,0.000000,0.031250,0.487305,168,-195.642761
76,-194.921875,0.8125,32.0000,1024,236.0000,0.000000,0.031250,0.487305,168,-195.682434
77,-194.921875,0.8125,32.0000,1024,236.0000,0.000000,0.031250,0.487305,168,-195.914060
78,-194.921875,0.8125,32.0000,1024,236.0000,0.000000,0.031250,0.487305,168,-195.857402
79,-194.921875,0.8125,32.0000,1024,236.0000,0.000000,0.031250,0.487305,168,-195.809287
80,-194.921875,0.8125,32.0000,1024,236.0000,0.000000,0.031250,0.487305,168,-195.885071
81,-194.921875,0.8125,32.0000,1024,236.0000,0.000000,0.031250,0.487305,168,-195.484314
82,-194.921875,0.8125,32.0000,1024,236.0000,0.000000,0.031250,0.487305,168,-195.541355
83,-194.921875,0.8125,32.0000,1024,236.0000,0.000000,0.031250,0.487305,168,-196.003044
84,-194.921875,0.8125,32.0000,1024,236.0000,0.000000,0.031250,0.487305,168,-195.588300
85,-194.921875,0.8125,32.0000,1024,236.0000,0.000000,0.031250,0.487305,168,-195.820312
86,-194.921875,0.8125,32.0000,1024,236.0000,0.000000,0.031250,0.487305,168,-195.885420
87,-194.921875,0.8125,32.0000,1024,236.0000,0.000000,0.031250,0.487305,168,-195.808960
88,-194.921875,0.8125,32.0000,1024,236.0000,0.000000,0.031250,0.487305,168,-195.743284
89,-194.921875,0.8125,32.0000,1024,236.0000,0.000000,0.031250,0.487305,168,-195.575630
90,-194.921875,0.8125,32.0000,1024,236.0000,0.000000,0.031250,0.487305,168,-195.593799
91,-194.921875,0.8125,32.0000,1024,236.0000,0.000000,0.031250,0.487305,168,-195.769482
92,-194.921875,0.8125,32.0000,1024,236.0000,0.000000,0.031250,0.487305,168,-195.605514
93,-194.921875,0.8125,32.0000,1024,236.0000,0.000000,0.031250,0.487305,168,-195.696479
94,-194.921875,0.8125,32.0000,1024,236.0000,0.000000,0.031250,0.487305,168,-195.452049
95,-194.921875,0.8125,32.0000,1024,236.0000,0.000000,0.031250,0.487305,168,-195.513916
96,-194.843750,0.8438,31.9766,1024,236.0000,0.000000,0.031250,0.486816,166,-195.671338
97,-194.765625,0.8438,31.9922,1024,236.0000,0.000000,0.031250,0.486816,167,-195.944448
98,-194.765625,0.8438,31.9922,1024,236.0000,0.000000,0.031250,0.486816,167,-195.510347
99,-194.765625,0.8438,31.9922,1024,236.0000,0.000000,0.031250,0.486816,167,-195.949694
100,-194.726563,0.8438,32.0000,1024,236.0000,0.000000,0.031250,0.486816,168,-195.294214
101,-194.726563,0.8438,32.0000,1024,236.0000,0.000000,0.031250,0.486816,168,-195.109314
102,-194.726563,0.8438,32.0000,1024,236.0000,0.000000,0.031250,0.486816,168,-195.379537
103,-194.726563,0.8438,32.0000,1024,236.0000,0.000000,0.031250,0.486816,168,-195.350617
104,-194.726563,0.8438,32.0000,1024,236.0000,0.000000,0.031250,0.486816,168,-195.392331
105,-194.726563,0.8438,32.0000,1024,236.0000,0.000000,0.031250,0.486816,168,-195.415755
106,-194.726563,0.8438,32.0000,1024,236.0000,0.000000,0.031250,0.486816,168,-195.144229
107,-194.726563,0.8438,32.0000,1024,236.0000,0.000000,0.031250,0.486816,168,-195.158895
108,-194.726563,0.8438,32.0000,1024,236.0000,0.000000,0.031250,0.486816,168,-195.426039
109,-194.726563,0.8438,32.0000,1024,236.0000,0.000000,0.031250,0.486816,168,-195.032578
110,-194.726563,0.8438,32.0000,1024,236.0000,0.000000,0.031250,0.486816,168,-195.583328
111,-194.726563,0.8438,32.0000,1024,236.0000,0.000000,0.031250,0.486816,168,-196.112900
112,-194.726563,0.8438,32.0000,1024,236.0000,0.000000,0.031250,0.486816,168,-195.679536
113,-194.726563,0.8438,32.0000,1024,236.0000,0.000000,0.031250,0.486816,168,-195.296820
114,-194.531250,0.8750,32.0000,1024,236.0000,0.000000,0.031250,0.486328,166,-195.363236
115,-194.531250,0.8750,32.0000,1024,236.0000,0.000000,0.031250,0.486328,166,-195.736044
116,-194.531250,0.8750,32.0000,1024,236.0000,0.000000,0.031250,0.486328,166,-195.718137
117,-194.531250,0.8750,32.0000,1024,236.0000,0.000000,0.031250,0.486328,166,-195.120507
118,-194.531250,0.8750,32.0000,1024,236.0000,0.000000,0.031250,0.486328,166,-195.156887
119,-194.531250,0.8750,32.0000,1024,236.0000,0.000000,0.031250,0.486328,166,-194.628589
120,-194.531250,0.8750,32.0000,1024,236.0000,0.000000,0.031250,0.486328,166,-195.154596
121,-194.531250,0.8750,32.0000,1024,236.0000,0.000000,0.031250,0.486328,166,-195.273618
122,-194.531250,0.8750,32.0000,1024,236.0000,0.000000,0.031250,0.486328,166,-195.070801
123,-194.421692,0.9063,31.9844,1024,251.5000,0.000000,0.031250,0.485859,169,-195.227702
124,-194.421692,0.9063,31.9844,1024,251.5000,0.000000,0.031250,0.485859,169,-195.215687
125,-194.421692,0.9063,31.9844,1024,251.5000,0.000000,0.031250,0.485859,169,-195.342248
126,-194.421692,0.9063,31.9844,1024,251.5000,0.000000,0.031250,0.485859,169,-195.007130
127,-194.421692,0.9063,31.9844,1024,251.5000,0.000000,0.031250,0.485859,169,-195.090286
128,-194.421692,0.9063,31.9844,1024,251.5000,0.000000,0.031250,0.485859,169,-194.778294
129,-194.421692,0.9063,31.9844,1024,251.5000,0.000000,0.031250,0.485859,169,-194.963182
130,-194.421692,0.9063,31.9844,1024,251.5000,0.000000,0.031250,0.485859,169,-195.230170
131,-194.343567,0.9063,32.0000,1024,251.5000,0.000000,0.031250,0.485859,169,-194.879808
132,-194.284973,0.9219,32.0078,1024,251.5000,0.000000,0.031250,0.485615,168,-195.057777
133,-194.284973,0.9219,32.0078,1024,251.5000,0.000000,0.031250,0.485615,168,-195.198762
134,-194.284973,0.9219,32.0078,1024,251.5000,0.000000,0.031250,0.485615,168,-195.502256
135,-194.284973,0.9219,32.0078,1024,251.5000,0.000000,0.031250,0.485615,168,-194.933694
136,-194.284973,0.9219,32.0078,1024,251.5000,0.000000,0.031250,0.485615,168,-195.074177
137,-194.284973,0.9219,32.0078,1024,251.5000,0.000000,0.031250,0.485615,168,-194.725218
138,-194.187317,0.9375,31.9922,1024,251.5000,0.000000,0.031250,0.485371,170,-195.099936
139,-194.187317,0.9375,31.9922,1024,251.5000,0.000000,0.031250,0.485371,170,-195.521131
140,-194.187317,0.9375,31.9922,1024,251.5000,0.000000,0.031250,0.485371,170,-194.772388
141,-194.187317,0.9375,31.9922,1024,251.5000,0.000000,0.031250,0.485371,170,-195.019668
142,-194.187317,0.9375,31.9922,1024,251.5000,0.000000,0.031250,0.485371,170,-194.751095
143,-194.148254,0.9375,32.0000,1024,251.5000,0.000000,0.031250,0.485371,171,-195.127821
144,-194.148254,0.9375,32.0000,1024,251.5000,0.000000,0.031250,0.485371,171,-194.653216
145,-194.148254,0.9375,32.0000,1024,251.5000,0.000000,0.031250,0.485371,171,-194.881199
146,-194.148254,0.9375,32.0000,1024,251.5000,0.000000,0.031250,0.485371,171,-194.752734
147,-194.148254,0.9375,32.0000,1024,251.5000,0.000000,0.031250,0.485371,171,-195.430957
148,-194.148254,0.9375,32.0000,1024,251.5000,0.000000,0.031250,0.485371,171,-195.011270
149,-194.148254,0.9375,32.0000,1024,251.5000,0.000000,0.031250,0.485371,171,-194.869706
150,-194.148254,0.9375,32.0000,1024,251.5000,0.000000,0.031250,0.485371,171,-194.694944
151,-194.148254,0.9375,32.0000,1024,251.5000,0.000000,0.031250,0.485371,171,-194.933503
152,-194.148254,0.9375,32.0000,1024,251.5000,0.000000,0.031250,0.485371,171,-194.956826
153,-194.148254,0.9375,32.0000,1024,251.5000,0.000000,0.031250,0.485371,171,-194.978953
154,-194.148254,0.9375,32.0000,1024,251.5000,0.000000,0.031250,0.485371,171,-194.957262
155,-194.148254,0.9375,32.0000,1024,251.5000,0.000000,0.031250,0.485371,171,-195.029770
156,-194.148254,0.9375,32.0000,1024,251.5000,0.000000,0.031250,0.485371,171,-195.031587
157,-193.992004,0.9688,31.9922,1024,251.5000,0.000000,0.046875,0.484882,171,-194.913411
158,-193.992004,0.9688,31.9922,1024,251.5000,0.000000,0.046875,0.484882,171,-194.818113
159,-193.992004,0.9688,31.9922,1024,251.5000,0.000000,0.046875,0.484882,171,-194.787427
160,-193.992004,0.9688,31.9922,1024,251.5000,0.000000,0.046875,0.484882,171,-194.719575
161,-193.992004,0.9688,31.9922,1024,251.5000,0.000000,0.046875,0.484882,171,-194.565407
162,-193.992004,0.9688,31.9922,1024,251.5000,0.000000,0.046875,0.484882,171,-194.488978
163,-193.992004,0.9688,31.9922,1024,251.5000,0.000000,0.046875,0.484882,171,-194.694621
164,-193.984375,0.9688,32.0078,1024,243.5000,0.000000,0.046875,0.484863,172,-194.380984
165,-193.984375,0.9688,32.0078,1024,243.5000,0.000000,0.046875,0.484863,172,-194.588349
166,-193.984375,0.9688,32.0078,1024,243.5000,0.000000,0.046875,0.484863,172,-194.562147
167,-193.984375,0.9688,32.0078,1024,243.5000,0.000000,0.046875,0.484863,172,-194.714945
168,-193.984375,0.9688,32.0078,1024,243.5000,0.000000,0.046875,0.484863,172,-194.713241
169,-193.691406,1.0156,31.9922,1024,243.5000,0.000000,0.046875,0.484131,172,-194.756298
170,-193.691406,1.0156,31.9922,1024,243.5000,0.000000,0.046875,0.484131,172,-194.433340
171,-193.574219,1.0469,31.9766,1024,243.5000,0.000000,0.046875,0.483643,174,-194.801943
172,-193.574219,1.0469,31.9766,1024,243.5000,0.000000,0.046875,0.483643,174,-194.564833
173,-193.574219,1.0469,31.9766,1024,243.5000,0.000000,0.046875,0.483643,174,-194.274411
174,-193.574219,1.0469,31.9766,1024,243.5000,0.000000,0.046875,0.483643,174,-194.776181
175,-193.496094,1.0469,31.9922,1024,243.5000,0.000000,0.046875,0.483643,173,-194.243738
176,-193.476563,1.0625,31.9766,1024,243.5000,0.000000,0.046875,0.483398,174,-193.887183
177,-193.437500,1.0625,31.9844,1024,235.0000,0.000000,0.046875,0.483398,175,-194.042664
178,-193.203125,1.0938,31.9922,1024,243.5000,0.000000,0.046875,0.482910,172,-194.288314
179,-193.203125,1.0938,31.9922,1024,243.5000,0.000000,0.046875,0.482910,172,-194.066984
180,-193.203125,1.0938,31.9922,1024,243.5000,0.000000,0.046875,0.482910,172,-193.581655
181,-193.164063,1.0938,32.0000,1024,243.5000,0.000000,0.046875,0.482910,172,-194.024179
182,-193.144531,1.1094,31.9844,1024,235.0000,0.000000,0.046875,0.482666,173,-193.851187
183,-193.105469,1.1094,31.9922,1024,235.0000,0.000000,0.046875,0.482666,172,-193.625808
184,-193.105469,1.1094,31.9922,1024,235.0000,0.000000,0.046875,0.482666,172,-193.891356
185,-193.105469,1.1094,31.9922,1024,235.0000,0.000000,0.046875,0.482666,172,-193.527424
186,-193.046875,1.1250,31.9844,1024,235.0000,0.000000,0.046875,0.482422,172,-193.682592
187,-193.046875,1.1250,31.9844,1024,235.0000,0.000000,0.046875,0.482422,172,-194.214207
188,-193.046875,1.1250,31.9844,1024,235.0000,0.000000,0.046875,0.482422,172,-193.685496
189,-193.046875,1.1250,31.9844,1024,235.0000,0.000000,0.046875,0.482422,172,-193.847888
190,-193.046875,1.1250,31.9844,1024,235.0000,0.000000,0.046875,0.482422,172,-193.875896
191,-193.046875,1.1250,31.9844,1024,235.0000,0.000000,0.046875,0.482422,172,-193.866482
192,-193.007813,1.1250,31.9922,1024,235.0000,0.000000,0.046875,0.482422,173,-193.527772
193,-192.997131,1.1367,31.9922,1024,235.0000,0.000000,0.046875,0.482395,174,-193.588307
194,-192.997131,1.1367,31.9922,1024,235.0000,0.000000,0.046875,0.482395,174,-193.924379
195,-192.997131,1.1367,31.9922,1024,235.0000,0.000000,0.046875,0.482395,174,-193.637695
196,-192.997131,1.1367,31.9922,1024,235.0000,0.000000,0.046875,0.482395,174,-193.793842
197,-192.997131,1.1367,31.9922,1024,235.0000,0.000000,0.046875,0.482395,174,-193.693521
198,-192.997131,1.1367,31.9922,1024,235.0000,0.000000,0.046875,0.482395,174,-193.058167
199,-192.938538,1.1523,31.9844,1024,235.0000,0.000000,0.046875,0.482151,174,-193.343110
200,-192.938538,1.1523,31.9844,1024,235.0000,0.000000,0.046875,0.482151,174,-193.652908
201,-192.938538,1.1523,31.9844,1024,235.0000,0.000000,0.046875,0.482151,174,-193.914754
202,-192.860413,1.1523,32.0000,1024,235.0000,0.000000,0.046875,0.482151,174,-193.740018
203,-192.821350,1.1836,32.0313,1024,235.0000,0.000000,0.046875,0.481663,173,-193.541519
204,-192.821350,1.1836,32.0313,1024,235.0000,0.000000,0.046875,0.481663,173,-193.487096
205,-192.801819,1.1680,31.9922,1024,235.0000,0.000000,0.046875,0.481907,174,-193.299846
206,-192.801819,1.1680,31.9922,1024,235.0000,0.000000,0.046875,0.481907,174,-193.542935
207,-192.801819,1.1680,31.9922,1024,235.0000,0.000000,0.046875,0.481907,174,-193.712788
208,-192.665100,1.1836,32.0000,1024,235.0000,0.000000,0.046875,0.481663,173,-193.328417
209,-192.665100,1.1836,32.0000,1024,235.0000,0.000000,0.046875,0.481663,173,-193.298638
210,-192.665100,1.1836,32.0000,1024,235.0000,0.000000,0.046875,0.481663,173,-193.415056
211,-192.567444,1.1992,32.0000,1024,235.0000,0.000000,0.046875,0.481419,174,-193.821617
212,-192.567444,1.1992,32.0000,1024,235.0000,0.000000,0.046875,0.481419,174,-193.617804
213,-192.567444,1.1992,32.0000,1024,235.0000,0.000000,0.046875,0.481419,174,-192.938764
214,-192.567444,1.1992,32.0000,1024,235.0000,0.000000,0.046875,0.481419,174,-193.535121
215,-192.567444,1.1992,32.0000,1024,235.0000,0.000000,0.046875,0.481419,174,-193.925037
216,-192.567444,1.1992,32.0000,1024,235.0000,0.000000,0.046875,0.481419,174,-193.129361
217,-192.567444,1.1992,32.0000,1024,235.0000,0.000000,0.046875,0.481419,174,-193.550700
218,-192.567444,1.1992,32.0000,1024,235.0000,0.000000,0.046875,0.481419,174,-193.079457
219,-192.567444,1.1992,32.0000,1024,235.0000,0.000000,0.046875,0.481419,174,-193.404494
220,-192.567444,1.1992,32.0000,1024,235.0000,0.000000,0.046875,0.481419,174,-193.262504
221,-192.567444,1.1992,32.0000,1024,235.0000,0.000000,0.046875,0.481419,174,-192.935264
222,-192.567444,1.1992,32.0000,1024,235.0000,0.000000,0.046875,0.481419,174,-193.303775
223,-192.567444,1.1992,32.0000,1024,235.0000,0.000000,0.046875,0.481419,174,-193.617435
224,-192.567444,1.1992,32.0000,1024,235.0000,0.000000,0.046875,0.481419,174,-193.170134
225,-192.567444,1.1992,32.0000,1024,235.0000,0.000000,0.046875,0.481419,174,-193.353621
226,-192.567444,1.1992,32.0000,1024,235.0000,0.000000,0.046875,0.481419,174,-193.615490
227,-192.567444,1.1992,32.0000,1024,235.0000,0.000000,0.046875,0.481419,174,-193.379688
228,-192.567444,1.1992,32.0000,1024,235.0000,0.000000,0.046875,0.481419,174,-193.504763
229,-192.567444,1.1992,32.0000,1024,235.0000,0.000000,0.046875,0.481419,174,-193.300723
230,-192.567444,1.1992,32.0000,1024,235.0000,0.000000,0.046875,0.481419,174,-193.698825
231,-192.567444,1.1992,32.0000,1024,235.0000,0.000000,0.046875,0.481419,174,-193.461398
232,-192.508850,1.2148,31.9922,1024,235.0000,0.000000,0.062500,0.481174,174,-194.197007
233,-192.508850,1.2148,31.9922,1024,235.0000,0.000000,0.062500,0.481174,174,-193.094656
234,-192.508850,1.2148,31.9922,1024,235.0000,0.000000,0.062500,0.481174,174,-193.859471
235,-192.508850,1.2148,31.9922,1024,235.0000,0.000000,0.062500,0.481174,174,-193.289476
236,-192.508850,1.2148,31.9922,1024,235.0000,0.000000,0.062500,0.481174,174,-193.201643
237,-192.508850,1.2148,31.9922,1024,235.0000,0.000000,0.062500,0.481174,174,-193.316402
238,-192.489319,1.2305,31.9766,1024,235.0000,0.000000,0.062500,0.480930,175,-192.999935
239,-192.369843,1.2324,32.0000,1024,235.0000,0.000000,0.062500,0.480925,174,-193.204613
240,-192.369843,1.2324,32.0000,1024,235.0000,0.000000,0.062500,0.480925,174,-193.574992
241,-192.369843,1.2324,32.0000,1024,235.0000,0.000000,0.062500,0.480925,174,-193.697863
242,-192.350311,1.2480,31.9844,1024,235.0000,0.000000,0.062500,0.480680,175,-193.029408
243,-192.350311,1.2480,31.9844,1024,235.0000,0.000000,0.062500,0.480680,175,-193.627107
244,-192.165680,1.2676,31.9844,1024,235.0000,0.000000,0.062500,0.480219,175,-193.700498
245,-192.165680,1.2676,31.9844,1024,235.0000,0.000000,0.062500,0.480219,175,-192.689390
246,-192.165680,1.2676,31.9844,1024,235.0000,0.000000,0.062500,0.480219,175,-192.954995
247,-192.165680,1.2676,31.9844,1024,235.0000,0.000000,0.062500,0.480219,175,-193.170451
248,-192.084045,1.2813,32.0156,1024,235.0000,0.000000,0.062500,0.480015,175,-192.530179
249,-192.084045,1.2813,32.0156,1024,235.0000,0.000000,0.062500,0.480015,175,-192.734937
250,-192.084045,1.2813,32.0156,1024,235.0000,0.000000,0.062500,0.480015,175,-193.048212
251,-191.927795,1.3125,32.0234,1024,235.0000,0.000000,0.062500,0.479527,175,-192.630869
252,-191.927795,1.3125,32.0234,1024,235.0000,0.000000,0.062500,0.479527,175,-192.626991
253,-191.927795,1.3125,32.0234,1024,235.0000,0.000000,0.062500,0.479527,175,-192.562279
254,-191.735992,1.3301,31.9922,1024,235.0000,0.000000,0.062500,0.479242,175,-192.594986
255,-191.735992,1.3301,31.9922,1024,235.0000,0.000000,0.062500,0.479242,175,-192.630639
256,-191.696930,1.3301,32.0000,1024,235.0000,0.000000,0.062500,0.479242,175,-192.694612
257,-191.693420,1.3438,32.0156,1024,235.0000,0.000000,0.062500,0.479038,174,-192.186740
258,-191.487274,1.3711,32.0078,1024,235.0000,0.000000,0.062500,0.478621,175,-192.841532
259,-191.487274,1.3711,32.0078,1024,235.0000,0.000000,0.062500,0.478621,175,-192.496298
260,-191.487274,1.3711,32.0078,1024,235.0000,0.000000,0.062500,0.478621,175,-192.448289
261,-191.311493,1.4180,31.9688,1024,235.0000,0.000000,0.062500,0.477888,174,-192.218772
262,-191.311493,1.4180,31.9688,1024,235.0000,0.000000,0.062500,0.477888,174,-192.316193
263,-191.311493,1.4180,31.9688,1024,235.0000,0.000000,0.062500,0.477888,174,-192.105083
264,-191.194305,1.4180,32.0078,1024,235.0000,0.000000,0.062500,0.477888,174,-191.989865
265,-191.194305,1.4180,32.0078,1024,235.0000,0.000000,0.062500,0.477888,174,-191.915557
266,-191.194305,1.4180,32.0078,1024,235.0000,0.000000,0.062500,0.477888,174,-192.704287
267,-191.194305,1.4180,32.0078,1024,235.0000,0.000000,0.062500,0.477888,174,-192.157609
268,-191.174774,1.4336,32.0234,1024,235.0000,0.000000,0.071045,0.477644,174,-192.135854
269,-191.155243,1.4180,32.0000,1024,235.0000,0.000000,0.062500,0.477888,174,-192.194808
270,-191.155243,1.4180,32.0000,1024,235.0000,0.000000,0.062500,0.477888,174,-191.693336
271,-191.135712,1.4336,32.0156,1024,235.0000,0.000000,0.071045,0.477644,173,-191.731585
272,-191.135712,1.4336,32.0156,1024,235.0000,0.000000,0.071045,0.477644,173,-191.478095
273,-191.096649,1.4336,32.0078,1024,235.0000,0.000000,0.071045,0.477644,175,-191.977721
274,-191.096649,1.4336,32.0078,1024,235.0000,0.000000,0.071045,0.477644,175,-191.727083
275,-191.096649,1.4336,32.0078,1024,235.0000,0.000000,0.071045,0.477644,175,-192.177270
276,-190.706024,1.4961,32.0078,1024,235.0000,0.000000,0.093750,0.476667,177,-193.221670
277,-190.706024,1.4961,32.0078,1024,235.0000,0.000000,0.093750,0.476667,177,-192.018018
278,-190.706024,1.4961,32.0078,1024,235.0000,0.000000,0.093750,0.476667,177,-191.427980
279,-190.706024,1.4961,32.0078,1024,235.0000,0.000000,0.093750,0.476667,177,-191.355360
280,-190.706024,1.4961,32.0078,1024,235.0000,0.000000,0.093750,0.476667,177,-191.036992
281,-190.666962,1.4961,32.0000,1024,235.0000,0.000000,0.093750,0.476667,179,-191.664208
282,-190.666962,1.4961,32.0000,1024,235.0000,0.000000,0.093750,0.476667,179,-191.367948
283,-190.666962,1.4961,32.0000,1024,235.0000,0.000000,0.093750,0.476667,179,-192.074334
