idx,op_id,op_name,dst,src1,src2
0,0,INIT_MM_CUR,0,0,0
1,4,EVAL_MM_CUR,0,0,0
2,5,ACCEPT_MM_IF_BETTER,0,0,0
3,7,RESET_MM_CUR_TO_BEST,1,3,3
4,3,CROSS_MM_BEST_CUR,0,0,1
5,12,CALL_MM,2,1,1
6,11,TEMP_DECAY,0,3,1
7,12,CALL_MM,3,3,3
8,8,RAND_REG,2,3,3
9,10,REG_SHR,2,0,1
10,1,MUTATE_MM_CUR,3,1,1
11,2,MUTATE_MM_BEST_TO_CUR,0,2,2
12,12,CALL_MM,0,1,2
13,1,MUTATE_MM_CUR,2,3,3
14,1,MUTATE_MM_CUR,2,2,1
