iter,accepted,best_updated,anchor_mean,holdout_mean,current_holdout,best_holdout
0,true,true,-750006.968750,-1000000.000000,-1000000.000000,-1000000.000000
1,false,false,-750006.968750,-1000000.000000,-1000000.000000,-1000000.000000
2,false,false,-750006.968750,-1000000.000000,-1000000.000000,-1000000.000000
3,false,false,-750006.968750,-1000000.000000,-1000000.000000,-1000000.000000
4,true,false,-750006.734375,-1000000.000000,-1000000.000000,-1000000.000000
5,false,false,-750006.734375,-1000000.000000,-1000000.000000,-1000000.000000
6,true,true,-500007.687500,134.621094,134.621094,134.621094
7,false,false,-500007.687500,134.621094,134.621094,134.621094
8,false,false,-500007.687500,134.621094,134.621094,134.621094
9,false,false,-500007.687500,134.621094,134.621094,134.621094
10,false,false,-500007.687500,134.621094,134.621094,134.621094
11,false,false,-500007.687500,134.621094,134.621094,134.621094
12,false,false,-500007.687500,134.621094,134.621094,134.621094
13,false,false,-500007.687500,134.621094,134.621094,134.621094
14,false,false,-500007.687500,134.621094,134.621094,134.621094
15,false,false,-500007.687500,134.621094,134.621094,134.621094
16,false,false,-500007.687500,134.621094,134.621094,134.621094
17,false,false,-500007.687500,134.621094,134.621094,134.621094
18,false,false,-500007.687500,134.621094,134.621094,134.621094
19,false,false,-500007.687500,134.621094,134.621094,134.621094
20,false,false,-500007.687500,134.621094,134.621094,134.621094
21,false,false,-500007.687500,134.621094,134.621094,134.621094
22,false,false,-249995.976563,-1000000.000000,134.621094,134.621094
23,false,false,-500007.687500,134.621094,134.621094,134.621094
24,false,false,-500007.687500,134.621094,134.621094,134.621094
