idx,op_id,op_name,dst,src1,src2,used_len
0,5,ACCEPT_IF_BETTER,0,1,1,12
1,3,CROSS_BEST_CUR,2,0,0,12
2,10,REG_SHR,0,2,1,12
3,2,MUTATE_BEST_TO_CUR,1,1,1,12
4,10,REG_SHR,3,1,0,12
5,10,REG_SHR,0,1,0,12
6,4,EVAL_CUR,2,1,2,12
7,5,ACCEPT_IF_BETTER,1,2,2,12
8,5,ACCEPT_IF_BETTER,2,2,3,12
9,5,ACCEPT_IF_BETTER,0,3,1,12
10,4,EVAL_CUR,0,3,2,12
11,4,EVAL_CUR,2,0,2,12
