iter,accepted,best_updated,anchor_mean,holdout_mean,current_holdout,best_holdout
0,true,true,-16.201614,-27.364876,-27.364876,-27.364876
1,false,false,-16.133591,-27.364876,-27.364876,-27.364876
2,false,false,-16.274094,-28.097588,-27.364876,-27.364876
3,false,false,-16.133591,-27.364876,-27.364876,-27.364876
4,false,false,-16.061615,-28.097588,-27.364876,-27.364876
5,false,false,-16.258835,-27.364876,-27.364876,-27.364876
6,true,true,-15.972351,-25.704689,-25.704689,-25.704689
7,false,false,-15.972351,-25.704689,-25.704689,-25.704689
8,false,false,-15.972351,-25.704689,-25.704689,-25.704689
9,false,false,-15.972351,-25.704689,-25.704689,-25.704689
10,false,false,-15.953781,-25.704689,-25.704689,-25.704689
11,false,false,-15.972351,-25.704689,-25.704689,-25.704689
12,false,false,-15.953781,-25.704689,-25.704689,-25.704689
13,false,false,-15.972351,-25.704689,-25.704689,-25.704689
14,false,false,-16.087296,-29.415306,-25.704689,-25.704689
15,false,false,-15.972351,-25.704689,-25.704689,-25.704689
16,false,false,-16.157104,-25.704689,-25.704689,-25.704689
17,false,false,-15.953781,-25.704689,-25.704689,-25.704689
18,false,false,-15.896179,-29.415306,-25.704689,-25.704689
19,false,false,-15.906738,-29.415306,-25.704689,-25.704689
20,false,false,-15.953781,-25.704689,-25.704689,-25.704689
21,false,false,-15.972351,-25.704689,-25.704689,-25.704689
22,false,false,-15.980103,-29.415306,-25.704689,-25.704689
23,false,false,-15.972351,-25.704689,-25.704689,-25.704689
24,false,false,-15.972351,-25.704689,-25.704689,-25.704689
