idx,op_id,op_name,dst,src1,src2
0,6,ACCEPT_META_SA,0,3,1
1,8,RAND_REG,3,1,3
2,0,INIT_META_CUR,0,3,2
3,3,CROSS_META_BEST_CUR,2,1,3
4,13,NOP,3,3,3
5,5,ACCEPT_META_IF_BETTER,2,3,2
6,9,REG_XOR,3,1,0
7,1,MUTATE_META_CUR,2,2,0
8,5,ACCEPT_META_IF_BETTER,3,2,0
9,0,INIT_META_CUR,1,0,2
10,4,EVAL_META_CUR,2,3,3
11,10,REG_SHR,1,2,0
12,10,REG_SHR,1,3,0
