idx,op_id,op_name,dst,src1,src2
0,0,INIT_MM_CUR,0,0,0
1,4,EVAL_MM_CUR,0,0,0
2,5,ACCEPT_MM_IF_BETTER,0,0,0
3,5,ACCEPT_MM_IF_BETTER,3,3,1
4,11,TEMP_DECAY,3,2,1
5,3,CROSS_MM_BEST_CUR,1,2,0
6,13,NOP,0,1,3
7,6,ACCEPT_MM_SA,2,1,0
8,2,MUTATE_MM_BEST_TO_CUR,0,1,2
