iter,accepted,best_updated,anchor_mean,holdout_mean,current_holdout,best_holdout
0,true,true,-16.117050,-29.415306,-29.415306,-29.415306
1,false,false,-16.129898,-29.415306,-29.415306,-29.415306
2,true,true,-15.896942,-17.447594,-17.447594,-17.447594
3,false,false,-15.907242,-103.062500,-17.447594,-17.447594
4,true,true,-15.896179,-15.912331,-15.912331,-15.912331
5,false,false,-16.065170,-16.465019,-15.912331,-15.912331
6,false,false,-15.811111,-18.753639,-15.912331,-15.912331
7,false,false,-15.896179,-15.912331,-15.912331,-15.912331
8,false,false,-15.892746,-21.080139,-15.912331,-15.912331
9,false,false,-15.896179,-15.912331,-15.912331,-15.912331
10,false,false,-15.896179,-15.912331,-15.912331,-15.912331
11,false,false,-15.896179,-15.912331,-15.912331,-15.912331
12,false,false,-16.062500,-29.415306,-15.912331,-15.912331
13,false,false,-16.666763,-25.704689,-15.912331,-15.912331
14,false,false,-15.896179,-15.912331,-15.912331,-15.912331
15,false,false,-16.170456,-20.562172,-15.912331,-15.912331
16,false,false,-15.968658,-21.881134,-15.912331,-15.912331
17,false,false,-16.065170,-16.465019,-15.912331,-15.912331
18,false,false,-16.065170,-16.465019,-15.912331,-15.912331
19,false,false,-16.062500,-29.415306,-15.912331,-15.912331
20,false,false,-16.666763,-25.704689,-15.912331,-15.912331
21,false,false,-15.917160,-29.415306,-15.912331,-15.912331
22,false,false,-15.917160,-29.415306,-15.912331,-15.912331
23,false,false,-16.013290,-22.395615,-15.912331,-15.912331
24,false,false,-16.666763,-25.704689,-15.912331,-15.912331
