iter,accepted,best_updated,anchor_mean,holdout_mean,current_holdout,best_holdout
0,true,true,-1000000.000000,-1000000.000000,-1000000.000000,-1000000.000000
1,false,false,-1000000.000000,-1000000.000000,-1000000.000000,-1000000.000000
2,false,false,-1000000.000000,-1000000.000000,-1000000.000000,-1000000.000000
3,false,false,-1000000.000000,-1000000.000000,-1000000.000000,-1000000.000000
4,false,false,-1000000.000000,-1000000.000000,-1000000.000000,-1000000.000000
5,false,false,-1000000.000000,-1000000.000000,-1000000.000000,-1000000.000000
6,false,false,-1000000.000000,-1000000.000000,-1000000.000000,-1000000.000000
7,true,false,-500112.117529,-1000000.000000,-1000000.000000,-1000000.000000
8,false,false,-500113.741606,-1000000.000000,-1000000.000000,-1000000.000000
9,false,false,-500112.117529,-1000000.000000,-1000000.000000,-1000000.000000
10,false,false,-750053.747314,-1000000.000000,-1000000.000000,-1000000.000000
11,false,false,-1000000.000000,-1000000.000000,-1000000.000000,-1000000.000000
12,false,false,-1000000.000000,-1000000.000000,-1000000.000000,-1000000.000000
13,false,false,-1000000.000000,-1000000.000000,-1000000.000000,-1000000.000000
14,false,false,-500112.117529,-1000000.000000,-1000000.000000,-1000000.000000
15,false,false,-500112.117529,-1000000.000000,-1000000.000000,-1000000.000000
16,false,false,-1000000.000000,-1000000.000000,-1000000.000000,-1000000.000000
17,false,false,-500112.117529,-1000000.000000,-1000000.000000,-1000000.000000
18,false,false,-1000000.000000,-1000000.000000,-1000000.000000,-1000000.000000
19,false,false,-1000000.000000,-1000000.000000,-1000000.000000,-1000000.000000
20,false,false,-1000000.000000,-1000000.000000,-1000000.000000,-1000000.000000
21,true,true,-2937.476958,-10765.812500,-10765.812500,-10765.812500
22,true,false,-2936.728491,-10765.812500,-10765.812500,-10765.812500
23,false,false,-1000000.000000,-1000000.000000,-10765.812500,-10765.812500
24,false,false,-2936.728491,-10765.812500,-10765.812500,-10765.812500
25,false,false,-1000000.000000,-1000000.000000,-10765.812500,-10765.812500
26,false,false,-2896.208213,-1000000.000000,-10765.812500,-10765.812500
27,false,false,-252786.096372,-1000000.000000,-10765.812500,-10765.812500
28,false,false,-216.690835,-1000000.000000,-10765.812500,-10765.812500
29,false,false,-5551.989697,-1000000.000000,-10765.812500,-10765.812500
30,false,false,-2936.728491,-10765.812500,-10765.812500,-10765.812500
31,false,false,-2936.728491,-10765.812500,-10765.812500,-10765.812500
32,false,false,-252805.941650,-1000000.000000,-10765.812500,-10765.812500
33,false,false,-1000000.000000,-1000000.000000,-10765.812500,-10765.812500
34,false,false,-2936.728491,-10765.812500,-10765.812500,-10765.812500
35,false,false,-750031.134131,-1000000.000000,-10765.812500,-10765.812500
36,false,false,-5551.989697,-1000000.000000,-10765.812500,-10765.812500
37,false,false,-2936.728491,-10765.812500,-10765.812500,-10765.812500
38,false,false,-2936.728491,-10765.812500,-10765.812500,-10765.812500
39,false,false,-1000000.000000,-1000000.000000,-10765.812500,-10765.812500
40,false,false,-5551.989697,-1000000.000000,-10765.812500,-10765.812500
41,false,false,-2936.728491,-10765.812500,-10765.812500,-10765.812500
42,false,false,-1000000.000000,-1000000.000000,-10765.812500,-10765.812500
43,false,false,-2937.476958,-10765.812500,-10765.812500,-10765.812500
44,false,false,-2937.476958,-10765.812500,-10765.812500,-10765.812500
45,false,false,-2936.728491,-10765.812500,-10765.812500,-10765.812500
46,false,false,-2937.476958,-10765.812500,-10765.812500,-10765.812500
47,false,false,-502734.665654,-1000000.000000,-10765.812500,-10765.812500
48,false,false,-2936.728491,-10765.812500,-10765.812500,-10765.812500
49,false,false,-1000000.000000,-1000000.000000,-10765.812500,-10765.812500
50,false,false,-2936.728491,-10765.812500,-10765.812500,-10765.812500
51,false,false,-1000000.000000,-1000000.000000,-10765.812500,-10765.812500
52,false,false,-5481.722778,-1000000.000000,-10765.812500,-10765.812500
53,false,false,-2936.728491,-10765.812500,-10765.812500,-10765.812500
54,false,false,-1000000.000000,-1000000.000000,-10765.812500,-10765.812500
55,false,false,-2936.728491,-10765.812500,-10765.812500,-10765.812500
56,false,false,-2936.728491,-10765.812500,-10765.812500,-10765.812500
57,false,false,-1000000.000000,-1000000.000000,-10765.812500,-10765.812500
58,false,false,-2936.728491,-10765.812500,-10765.812500,-10765.812500
59,false,false,-2936.728491,-10765.812500,-10765.812500,-10765.812500
60,false,false,-2930.135835,-1000000.000000,-10765.812500,-10765.812500
61,false,false,-2936.728491,-10765.812500,-10765.812500,-10765.812500
62,false,false,-2937.476958,-10765.812500,-10765.812500,-10765.812500
63,false,false,-252786.096372,-1000000.000000,-10765.812500,-10765.812500
64,false,false,-1000000.000000,-1000000.000000,-10765.812500,-10765.812500
