idx,op_id,op_name,dst,src1,src2,used_len
0,8,RAND_REG,2,0,1,4
1,11,TEMP_DECAY,0,1,3,4
2,4,EVAL_CUR,3,1,1,4
3,6,ACCEPT_SA,2,3,2,4
