outer_iter,mode,seed,sa_steps,max_prog_len,local_best_iter,local_avalanche,local_balance,local_period,local_chisq,local_composite,best_avalanche,best_balance,best_period,best_chisq,best_composite,best_len,best_hash,accepted,evaluated,elapsed_ms
0,mul_free,0x1,10000,24,5537,32.020508,31.984375,4096,243.750000,43.216797,32.020508,31.984375,4096,243.750000,43.216797,13,0x80429FE3316D175,1825,10002,3633
1,mul_free,0x1,10000,24,4312,32.000977,32.023438,4096,232.375000,44.873047,32.000977,32.023438,4096,232.375000,44.873047,10,0xA4591FBEF7C1A612,3732,20003,6664
2,mul_free,0x1,10000,24,0,32.000977,32.023438,4096,232.375000,44.373047,32.000977,32.023438,4096,232.375000,44.873047,10,0xA4591FBEF7C1A612,5734,30004,10178
3,mul_free,0x1,10000,24,977,31.989258,31.906250,4096,240.750000,42.423828,32.000977,32.023438,4096,232.375000,44.873047,10,0xA4591FBEF7C1A612,7600,40005,14036
4,mul_free,0x1,10000,24,0,32.000977,32.023438,4096,232.375000,44.373047,32.000977,32.023438,4096,232.375000,44.873047,10,0xA4591FBEF7C1A612,9294,50006,17852
5,mul_free,0x1,10000,24,4542,32.004395,31.941406,4096,223.250000,44.163086,32.000977,32.023438,4096,232.375000,44.873047,10,0xA4591FBEF7C1A612,11225,60007,21063
6,mul_free,0x1,10000,24,9366,32.006592,32.019531,4096,204.750000,44.836426,32.000977,32.023438,4096,232.375000,44.873047,10,0xA4591FBEF7C1A612,13297,70008,24067
7,mul_free,0x1,10000,24,9279,31.966309,31.933594,4096,253.625000,43.831055,32.000977,32.023438,4096,232.375000,44.873047,10,0xA4591FBEF7C1A612,15195,80009,27210
8,mul_free,0x1,10000,24,9340,32.016113,31.992188,4096,205.750000,44.799805,32.000977,32.023438,4096,232.375000,44.873047,10,0xA4591FBEF7C1A612,17123,90010,30125
9,mul_free,0x1,10000,24,6414,31.998291,32.015625,4096,245.500000,44.404785,32.000977,32.023438,4096,232.375000,44.873047,10,0xA4591FBEF7C1A612,19051,100011,33356
10,mul_free,0x1,10000,24,5195,31.967041,31.992188,4096,263.000000,43.051348,32.000977,32.023438,4096,232.375000,44.873047,10,0xA4591FBEF7C1A612,20970,110012,36929
11,mul_free,0x1,10000,24,7822,31.996338,31.894531,4096,233.250000,42.436035,32.000977,32.023438,4096,232.375000,44.873047,10,0xA4591FBEF7C1A612,22931,120013,40391
12,mul_free,0x1,10000,24,4278,31.992676,32.058594,4096,221.500000,43.633789,32.000977,32.023438,4096,232.375000,44.873047,10,0xA4591FBEF7C1A612,24711,130014,43888
13,mul_free,0x1,10000,24,4700,31.983154,31.976563,4096,254.000000,44.714355,32.000977,32.023438,4096,232.375000,44.873047,10,0xA4591FBEF7C1A612,26750,140015,46988
14,mul_free,0x1,10000,24,5385,31.991699,32.011719,4096,222.000000,44.858398,32.000977,32.023438,4096,232.375000,44.873047,10,0xA4591FBEF7C1A612,28909,150016,50106
15,mul_free,0x1,10000,24,9081,31.986572,31.992188,4096,257.125000,44.805410,32.000977,32.023438,4096,232.375000,44.873047,10,0xA4591FBEF7C1A612,30753,160017,53351
16,mul_free,0x1,10000,24,8715,32.023682,32.089844,4096,219.375000,44.813965,32.000977,32.023438,4096,232.375000,44.873047,10,0xA4591FBEF7C1A612,32906,170018,56364
17,mul_free,0x1,10000,24,9142,31.977539,32.015625,4096,221.000000,44.697266,32.000977,32.023438,4096,232.375000,44.873047,10,0xA4591FBEF7C1A612,34949,180019,59391
18,mul_free,0x1,10000,24,6663,32.016602,32.031250,4096,239.250000,43.677734,32.000977,32.023438,4096,232.375000,44.873047,10,0xA4591FBEF7C1A612,36590,190020,62756
19,mul_free,0x1,10000,24,8736,32.006592,32.046875,4096,233.250000,43.699707,32.000977,32.023438,4096,232.375000,44.873047,10,0xA4591FBEF7C1A612,38412,200021,66130
