idx,op_id,op_name,dst,src1,src2,imm_hex,used_len
0,14,ADD_ROT,6,3,0,0x8262EC43C80F1310,7
1,14,ADD_ROT,3,0,6,0x5F6EB499D2ACE830,7
2,14,ADD_ROT,1,3,6,0x973DD20EBCED247F,7
3,5,SHR_XOR,6,1,3,0xA4DF5CD11C5D1DC3,7
4,4,SHL_XOR,7,6,1,0xC5AE8A383648DB9C,7
5,4,SHL_XOR,0,7,0,0x8832AE760C5AF164,7
6,5,SHR_XOR,7,0,4,0x89D10C06A641E5FE,7
