outer_iter,mode,seed,sa_steps,max_prog_len,local_best_iter,local_avalanche,local_balance,local_period,local_chisq,local_composite,best_avalanche,best_balance,best_period,best_chisq,best_composite,best_len,best_hash,accepted,evaluated,elapsed_ms
0,unrestricted,0xF3080EA539F253F3,100000,12,58038,31.999268,32.000000,4096,249.125000,47.992676,31.999268,32.000000,4096,249.125000,47.992676,4,0x590EC1E4D1F75643,52197,100002,13017
1,unrestricted,0xF3080EA539F253F3,100000,12,17446,31.999268,32.000000,4096,249.125000,47.992676,31.999268,32.000000,4096,249.125000,47.992676,4,0x590EC1E4D1F75643,104688,200003,25975
2,unrestricted,0xF3080EA539F253F3,100000,12,52738,31.999268,32.000000,4096,249.125000,47.992676,31.999268,32.000000,4096,249.125000,47.992676,4,0x590EC1E4D1F75643,152398,300004,39153
3,unrestricted,0xF3080EA539F253F3,100000,12,0,31.999268,32.000000,4096,249.125000,47.992676,31.999268,32.000000,4096,249.125000,47.992676,4,0x590EC1E4D1F75643,202833,400005,51940
4,unrestricted,0xF3080EA539F253F3,100000,12,0,31.999268,32.000000,4096,249.125000,47.992676,31.999268,32.000000,4096,249.125000,47.992676,4,0x590EC1E4D1F75643,253140,500006,64687
5,unrestricted,0xF3080EA539F253F3,100000,12,0,31.999268,32.000000,4096,249.125000,47.992676,31.999268,32.000000,4096,249.125000,47.992676,4,0x590EC1E4D1F75643,306560,600007,77681
6,unrestricted,0xF3080EA539F253F3,100000,12,28797,31.999268,32.000000,4096,249.125000,47.992676,31.999268,32.000000,4096,249.125000,47.992676,4,0x590EC1E4D1F75643,359213,700008,90246
7,unrestricted,0xF3080EA539F253F3,100000,12,0,31.999268,32.000000,4096,249.125000,47.992676,31.999268,32.000000,4096,249.125000,47.992676,4,0x590EC1E4D1F75643,413228,800009,102750
8,unrestricted,0xF3080EA539F253F3,100000,12,42413,31.999268,32.000000,4096,249.125000,47.992676,31.999268,32.000000,4096,249.125000,47.992676,4,0x590EC1E4D1F75643,465696,900010,115924
9,unrestricted,0xF3080EA539F253F3,100000,12,49298,31.999268,32.000000,4096,249.125000,47.992676,31.999268,32.000000,4096,249.125000,47.992676,4,0x590EC1E4D1F75643,515653,1000011,129315
10,unrestricted,0xF3080EA539F253F3,100000,12,9943,31.999268,32.000000,4096,249.125000,47.992676,31.999268,32.000000,4096,249.125000,47.992676,4,0x590EC1E4D1F75643,569328,1100012,142790
11,unrestricted,0xF3080EA539F253F3,100000,12,0,31.999268,32.000000,4096,249.125000,47.992676,31.999268,32.000000,4096,249.125000,47.992676,4,0x590EC1E4D1F75643,621678,1200013,155832
12,unrestricted,0xF3080EA539F253F3,100000,12,39340,31.999268,32.000000,4096,249.125000,47.992676,31.999268,32.000000,4096,249.125000,47.992676,4,0x590EC1E4D1F75643,670910,1300014,169574
13,unrestricted,0xF3080EA539F253F3,100000,12,92589,31.995117,32.000000,4096,240.625000,47.951172,31.999268,32.000000,4096,249.125000,47.992676,4,0x590EC1E4D1F75643,722952,1400015,183086
14,unrestricted,0xF3080EA539F253F3,100000,12,0,31.999268,32.000000,4096,249.125000,47.992676,31.999268,32.000000,4096,249.125000,47.992676,4,0x590EC1E4D1F75643,770834,1500016,196681
15,unrestricted,0xF3080EA539F253F3,100000,12,0,31.999268,32.000000,4096,249.125000,47.992676,31.999268,32.000000,4096,249.125000,47.992676,4,0x590EC1E4D1F75643,821911,1600017,209919
16,unrestricted,0xF3080EA539F253F3,100000,12,31936,31.999268,32.000000,4096,249.125000,47.992676,31.999268,32.000000,4096,249.125000,47.992676,4,0x590EC1E4D1F75643,870728,1700018,223205
17,unrestricted,0xF3080EA539F253F3,100000,12,0,31.999268,32.000000,4096,249.125000,47.992676,31.999268,32.000000,4096,249.125000,47.992676,4,0x590EC1E4D1F75643,921599,1800019,236600
18,unrestricted,0xF3080EA539F253F3,100000,12,71552,31.999268,32.000000,4096,249.125000,47.992676,31.999268,32.000000,4096,249.125000,47.992676,4,0x590EC1E4D1F75643,968734,1900020,249571
19,unrestricted,0xF3080EA539F253F3,100000,12,0,31.999268,32.000000,4096,249.125000,47.992676,31.999268,32.000000,4096,249.125000,47.992676,4,0x590EC1E4D1F75643,1022026,2000021,262924
20,unrestricted,0xF3080EA539F253F3,100000,12,55882,31.999268,32.000000,4096,249.125000,47.992676,31.999268,32.000000,4096,249.125000,47.992676,4,0x590EC1E4D1F75643,1077776,2100022,276305
21,unrestricted,0xF3080EA539F253F3,100000,12,24895,31.999268,32.000000,4096,249.125000,47.992676,31.999268,32.000000,4096,249.125000,47.992676,4,0x590EC1E4D1F75643,1122452,2200023,289424
22,unrestricted,0xF3080EA539F253F3,100000,12,85745,31.999268,32.000000,4096,249.125000,47.992676,31.999268,32.000000,4096,249.125000,47.992676,4,0x590EC1E4D1F75643,1175022,2300024,302677
23,unrestricted,0xF3080EA539F253F3,100000,12,0,31.999268,32.000000,4096,249.125000,47.992676,31.999268,32.000000,4096,249.125000,47.992676,4,0x590EC1E4D1F75643,1222176,2400025,315585
24,unrestricted,0xF3080EA539F253F3,100000,12,30524,32.001709,32.000000,4096,227.750000,47.982910,31.999268,32.000000,4096,249.125000,47.992676,4,0x590EC1E4D1F75643,1260228,2500026,328395
25,unrestricted,0xF3080EA539F253F3,100000,12,44041,31.999268,32.000000,4096,249.125000,47.992676,31.999268,32.000000,4096,249.125000,47.992676,4,0x590EC1E4D1F75643,1312610,2600027,341576
26,unrestricted,0xF3080EA539F253F3,100000,12,0,31.999268,32.000000,4096,249.125000,47.992676,31.999268,32.000000,4096,249.125000,47.992676,4,0x590EC1E4D1F75643,1367947,2700028,354713
27,unrestricted,0xF3080EA539F253F3,100000,12,0,31.999268,32.000000,4096,249.125000,47.992676,31.999268,32.000000,4096,249.125000,47.992676,4,0x590EC1E4D1F75643,1416733,2800029,367882
