outer_iter,mode,seed,sa_steps,max_prog_len,local_best_iter,local_avalanche,local_balance,local_period,local_chisq,local_composite,best_avalanche,best_balance,best_period,best_chisq,best_composite,best_len,best_hash,accepted,evaluated,elapsed_ms
0,no_carry,0x848AF21AEF23E7C9,100000,24,72976,31.984375,32.128906,4096,263.625000,45.112969,31.984375,32.128906,4096,263.625000,45.112969,8,0x320921242FB76A18,21878,100002,27933
1,no_carry,0x848AF21AEF23E7C9,100000,24,65244,32.046875,31.988281,4096,247.375000,44.972656,31.984375,32.128906,4096,263.625000,45.112969,8,0x320921242FB76A18,43297,200003,58093
2,no_carry,0x848AF21AEF23E7C9,100000,24,43699,32.000000,31.984375,4096,247.125000,45.421875,32.000000,31.984375,4096,247.125000,45.421875,9,0x29DDCF2F245894D5,63868,300004,87462
3,no_carry,0x848AF21AEF23E7C9,100000,24,67012,32.015625,31.984375,4096,254.125000,45.765625,32.015625,31.984375,4096,254.125000,45.765625,8,0x8DEEF6E26F9CD0A3,86083,400005,114905
4,no_carry,0x848AF21AEF23E7C9,100000,24,44595,31.984375,32.003906,4096,255.125000,45.322969,32.015625,31.984375,4096,254.125000,45.765625,8,0x8DEEF6E26F9CD0A3,108125,500006,143135
5,no_carry,0x848AF21AEF23E7C9,100000,24,70081,32.031250,31.984375,4096,250.375000,45.609375,32.015625,31.984375,4096,254.125000,45.765625,8,0x8DEEF6E26F9CD0A3,129730,600007,168008
6,no_carry,0x848AF21AEF23E7C9,100000,24,38865,32.031250,32.003906,4096,222.375000,45.167969,32.015625,31.984375,4096,254.125000,45.765625,8,0x8DEEF6E26F9CD0A3,150014,700008,197012
7,no_carry,0x848AF21AEF23E7C9,100000,24,19681,32.000000,31.917969,4096,251.625000,45.589844,32.015625,31.984375,4096,254.125000,45.765625,8,0x8DEEF6E26F9CD0A3,171147,800009,225432
8,no_carry,0x848AF21AEF23E7C9,100000,24,61773,32.000000,32.019531,4096,249.875000,45.402344,32.015625,31.984375,4096,254.125000,45.765625,8,0x8DEEF6E26F9CD0A3,193233,900010,252793
9,no_carry,0x848AF21AEF23E7C9,100000,24,68304,31.968750,31.968750,4096,257.250000,45.008750,32.015625,31.984375,4096,254.125000,45.765625,8,0x8DEEF6E26F9CD0A3,214245,1000011,279176
10,no_carry,0x848AF21AEF23E7C9,100000,24,0,32.015625,31.984375,4096,254.125000,45.265625,32.015625,31.984375,4096,254.125000,45.765625,8,0x8DEEF6E26F9CD0A3,234849,1100012,308162
11,no_carry,0x848AF21AEF23E7C9,100000,24,32715,31.968750,31.910156,4096,235.625000,45.238281,32.015625,31.984375,4096,254.125000,45.765625,8,0x8DEEF6E26F9CD0A3,255910,1200013,334777
