outer_iter,mode,seed,sa_steps,max_prog_len,local_best_iter,local_avalanche,local_balance,local_period,local_chisq,local_composite,best_avalanche,best_balance,best_period,best_chisq,best_composite,best_len,best_hash,accepted,evaluated,elapsed_ms
0,unrestricted,0xD93C2A0808E56C21,10000,12,8837,32.000732,32.000000,4096,257.875000,47.963926,32.000732,32.000000,4096,257.875000,47.963926,4,0x6310436E2DE9872,4317,10002,1281
1,unrestricted,0xD93C2A0808E56C21,10000,12,0,32.000732,32.000000,4096,257.875000,47.963926,32.000732,32.000000,4096,257.875000,47.963926,4,0x6310436E2DE9872,9290,20003,2546
2,unrestricted,0xD93C2A0808E56C21,10000,12,0,32.000732,32.000000,4096,257.875000,47.963926,32.000732,32.000000,4096,257.875000,47.963926,4,0x6310436E2DE9872,14443,30004,3819
3,unrestricted,0xD93C2A0808E56C21,10000,12,0,32.000732,32.000000,4096,257.875000,47.963926,32.000732,32.000000,4096,257.875000,47.963926,4,0x6310436E2DE9872,19802,40005,5130
4,unrestricted,0xD93C2A0808E56C21,10000,12,0,32.000732,32.000000,4096,257.875000,47.963926,32.000732,32.000000,4096,257.875000,47.963926,4,0x6310436E2DE9872,23176,50006,6479
5,unrestricted,0xD93C2A0808E56C21,10000,12,2913,31.999512,31.996094,4096,231.750000,47.975586,31.999512,31.996094,4096,231.750000,47.975586,4,0xBB1086C61D69A3D,29325,60007,7767
6,unrestricted,0xD93C2A0808E56C21,10000,12,0,31.999512,31.996094,4096,261.250000,47.913086,31.999512,31.996094,4096,231.750000,47.975586,4,0xBB1086C61D69A3D,35458,70008,9074
7,unrestricted,0xD93C2A0808E56C21,10000,12,8871,31.999268,32.000000,4096,249.125000,47.992676,31.999268,32.000000,4096,249.125000,47.992676,4,0xBA37331C15AE291,41357,80009,10341
8,unrestricted,0xD93C2A0808E56C21,10000,12,2943,31.999268,32.000000,4096,249.125000,47.992676,31.999268,32.000000,4096,249.125000,47.992676,4,0xBA37331C15AE291,47058,90010,11618
9,unrestricted,0xD93C2A0808E56C21,10000,12,0,31.999268,32.000000,4096,249.125000,47.992676,31.999268,32.000000,4096,249.125000,47.992676,4,0xBA37331C15AE291,51902,100011,12896
10,unrestricted,0xD93C2A0808E56C21,10000,12,0,31.999268,32.000000,4096,249.125000,47.992676,31.999268,32.000000,4096,249.125000,47.992676,4,0xBA37331C15AE291,56161,110012,14167
11,unrestricted,0xD93C2A0808E56C21,10000,12,8128,31.996338,32.000000,4096,247.625000,47.963379,31.999268,32.000000,4096,249.125000,47.992676,4,0xBA37331C15AE291,60809,120013,15357
