outer_iter,mode,seed,sa_steps,max_prog_len,local_best_iter,local_avalanche,local_balance,local_period,local_chisq,local_composite,best_avalanche,best_balance,best_period,best_chisq,best_composite,best_len,best_hash,accepted,evaluated,elapsed_ms
0,mul_free,0x3DA2E12A35AD94F5,100000,24,96987,31.999756,31.960938,4096,254.875000,43.802246,31.999756,31.960938,4096,254.875000,43.802246,12,0x43952968C5902E73,19184,100002,32942
1,mul_free,0x3DA2E12A35AD94F5,100000,24,52440,31.996826,32.078125,4096,234.500000,45.577637,31.996826,32.078125,4096,234.500000,45.577637,8,0xFD286A41A05C5BDD,38208,200003,61221
2,mul_free,0x3DA2E12A35AD94F5,100000,24,53,31.996826,32.078125,4096,234.500000,45.077637,31.996826,32.078125,4096,234.500000,45.577637,8,0xFD286A41A05C5BDD,57331,300004,92017
3,mul_free,0x3DA2E12A35AD94F5,100000,24,98254,31.980225,31.964844,4096,250.500000,45.626465,31.980225,31.964844,4096,250.500000,45.626465,8,0x64728108C698F330,74825,400005,123335
4,mul_free,0x3DA2E12A35AD94F5,100000,24,50194,31.979248,32.058594,4096,241.875000,45.499512,31.980225,31.964844,4096,250.500000,45.626465,8,0x64728108C698F330,94048,500006,151173
5,mul_free,0x3DA2E12A35AD94F5,100000,24,72952,32.003906,32.000000,4096,231.125000,44.960938,31.980225,31.964844,4096,250.500000,45.626465,8,0x64728108C698F330,112750,600007,181625
6,mul_free,0x3DA2E12A35AD94F5,100000,24,44217,31.999268,31.988281,4096,222.500000,44.934082,31.980225,31.964844,4096,250.500000,45.626465,8,0x64728108C698F330,131026,700008,213196
7,mul_free,0x3DA2E12A35AD94F5,100000,24,41719,31.988037,31.910156,4096,253.250000,45.431152,31.980225,31.964844,4096,250.500000,45.626465,8,0x64728108C698F330,150968,800009,239611
8,mul_free,0x3DA2E12A35AD94F5,100000,24,46866,31.979004,31.960938,4096,252.500000,45.094727,31.980225,31.964844,4096,250.500000,45.626465,8,0x64728108C698F330,169648,900010,269593
9,mul_free,0x3DA2E12A35AD94F5,100000,24,63938,31.996338,32.027344,4096,262.500000,44.751660,31.980225,31.964844,4096,250.500000,45.626465,8,0x64728108C698F330,187823,1000011,301463
10,mul_free,0x3DA2E12A35AD94F5,100000,24,48864,32.012695,31.996094,4096,238.125000,44.353516,31.980225,31.964844,4096,250.500000,45.626465,8,0x64728108C698F330,205084,1100012,334860
11,mul_free,0x3DA2E12A35AD94F5,100000,24,41028,31.953125,31.941406,4096,249.375000,44.238281,31.980225,31.964844,4096,250.500000,45.626465,8,0x64728108C698F330,223872,1200013,367136
12,mul_free,0x3DA2E12A35AD94F5,100000,24,82219,31.986572,31.972656,4096,242.875000,45.229004,31.980225,31.964844,4096,250.500000,45.626465,8,0x64728108C698F330,243628,1300014,398441
13,mul_free,0x3DA2E12A35AD94F5,100000,24,48476,32.000000,31.988281,4096,224.375000,46.441406,32.000000,31.988281,4096,224.375000,46.441406,7,0x41250094DCFDF9C3,264399,1400015,424018
