outer_iter,mode,seed,sa_steps,max_prog_len,local_best_iter,local_avalanche,local_balance,local_period,local_chisq,local_composite,best_avalanche,best_balance,best_period,best_chisq,best_composite,best_len,best_hash,accepted,evaluated,elapsed_ms
0,mul_free,0x870D0E4A9BA0C681,10000,24,4472,31.950195,32.066406,4096,242.625000,44.169922,31.950195,32.066406,4096,242.625000,44.169922,10,0x16C1EDF480FF4062,1869,10002,3015
1,mul_free,0x870D0E4A9BA0C681,10000,24,4618,31.988770,31.972656,4096,231.875000,43.750977,31.950195,32.066406,4096,242.625000,44.169922,10,0x16C1EDF480FF4062,3649,20003,6279
2,mul_free,0x870D0E4A9BA0C681,10000,24,5944,32.004883,32.050781,4096,245.125000,43.197266,31.950195,32.066406,4096,242.625000,44.169922,10,0x16C1EDF480FF4062,5452,30004,9839
3,mul_free,0x870D0E4A9BA0C681,10000,24,5003,32.014404,31.996094,4096,230.875000,43.336426,31.950195,32.066406,4096,242.625000,44.169922,10,0x16C1EDF480FF4062,7163,40005,13342
4,mul_free,0x870D0E4A9BA0C681,10000,24,5788,31.989258,32.011719,4096,271.875000,43.665234,31.950195,32.066406,4096,242.625000,44.169922,10,0x16C1EDF480FF4062,9284,50006,16803
5,mul_free,0x870D0E4A9BA0C681,10000,24,6618,32.022217,32.003906,4096,272.750000,44.080801,31.950195,32.066406,4096,242.625000,44.169922,10,0x16C1EDF480FF4062,11096,60007,20104
6,mul_free,0x870D0E4A9BA0C681,10000,24,6068,32.028564,31.972656,4096,261.875000,44.508887,32.028564,31.972656,4096,261.875000,44.508887,10,0xAC77F8C5CB0E6D9B,13332,70008,23332
7,mul_free,0x870D0E4A9BA0C681,10000,24,8040,32.025146,31.875000,4096,235.500000,45.123535,32.025146,31.875000,4096,235.500000,45.123535,8,0x4F5E54A94AE0F5B5,15602,80009,26081
8,mul_free,0x870D0E4A9BA0C681,10000,24,6949,31.986084,32.062500,4096,247.625000,43.548340,32.025146,31.875000,4096,235.500000,45.123535,8,0x4F5E54A94AE0F5B5,17626,90010,29732
9,mul_free,0x870D0E4A9BA0C681,10000,24,4130,31.991699,31.921875,4096,262.250000,43.453867,32.025146,31.875000,4096,235.500000,45.123535,8,0x4F5E54A94AE0F5B5,19069,100011,33254
10,mul_free,0x870D0E4A9BA0C681,10000,24,7618,32.012939,31.957031,4096,274.375000,42.962012,32.025146,31.875000,4096,235.500000,45.123535,8,0x4F5E54A94AE0F5B5,21012,110012,36664
11,mul_free,0x870D0E4A9BA0C681,10000,24,9251,31.998291,32.011719,4096,262.750000,43.846816,32.025146,31.875000,4096,235.500000,45.123535,8,0x4F5E54A94AE0F5B5,23191,120013,40010
12,mul_free,0x870D0E4A9BA0C681,10000,24,9886,31.974854,31.949219,4096,254.375000,43.994629,32.025146,31.875000,4096,235.500000,45.123535,8,0x4F5E54A94AE0F5B5,25240,130014,43303
13,mul_free,0x870D0E4A9BA0C681,10000,24,5396,31.983887,31.988281,4096,243.250000,43.280273,32.025146,31.875000,4096,235.500000,45.123535,8,0x4F5E54A94AE0F5B5,27164,140015,47010
14,mul_free,0x870D0E4A9BA0C681,10000,24,9065,32.059814,31.984375,4096,237.500000,43.323730,32.025146,31.875000,4096,235.500000,45.123535,8,0x4F5E54A94AE0F5B5,29131,150016,50379
15,mul_free,0x870D0E4A9BA0C681,10000,24,4602,31.977783,32.019531,4096,272.125000,43.008926,32.025146,31.875000,4096,235.500000,45.123535,8,0x4F5E54A94AE0F5B5,31148,160017,53785
16,mul_free,0x870D0E4A9BA0C681,10000,24,9585,32.015137,31.988281,4096,268.125000,43.658789,32.025146,31.875000,4096,235.500000,45.123535,8,0x4F5E54A94AE0F5B5,32761,170018,57158
17,mul_free,0x870D0E4A9BA0C681,10000,24,7105,32.109375,32.152344,4096,210.000000,43.644531,32.025146,31.875000,4096,235.500000,45.123535,8,0x4F5E54A94AE0F5B5,35134,180019,59996
18,mul_free,0x870D0E4A9BA0C681,10000,24,6767,32.008545,31.988281,4096,252.250000,43.355957,32.025146,31.875000,4096,235.500000,45.123535,8,0x4F5E54A94AE0F5B5,36849,190020,63232
19,mul_free,0x870D0E4A9BA0C681,10000,24,5264,31.969482,32.023438,4096,242.625000,44.077637,32.025146,31.875000,4096,235.500000,45.123535,8,0x4F5E54A94AE0F5B5,38883,200021,66506
20,mul_free,0x870D0E4A9BA0C681,10000,24,8784,32.023193,31.964844,4096,261.125000,45.031035,32.025146,31.875000,4096,235.500000,45.123535,8,0x4F5E54A94AE0F5B5,40703,210022,69498
21,mul_free,0x870D0E4A9BA0C681,10000,24,7552,31.996826,31.937500,4096,237.375000,42.655762,32.025146,31.875000,4096,235.500000,45.123535,8,0x4F5E54A94AE0F5B5,42428,220023,72921
22,mul_free,0x870D0E4A9BA0C681,10000,24,9115,31.989502,31.984375,4096,239.750000,43.816895,32.025146,31.875000,4096,235.500000,45.123535,8,0x4F5E54A94AE0F5B5,44131,230024,76337
23,mul_free,0x870D0E4A9BA0C681,10000,24,9804,31.947754,32.011719,4096,237.375000,44.418945,32.025146,31.875000,4096,235.500000,45.123535,8,0x4F5E54A94AE0F5B5,46044,240025,79354
24,mul_free,0x870D0E4A9BA0C681,10000,24,4500,31.994629,31.960938,4096,273.500000,43.065977,32.025146,31.875000,4096,235.500000,45.123535,8,0x4F5E54A94AE0F5B5,47972,250026,82563
25,mul_free,0x870D0E4A9BA0C681,10000,24,3509,32.032715,32.003906,4096,251.125000,43.653320,32.025146,31.875000,4096,235.500000,45.123535,8,0x4F5E54A94AE0F5B5,49786,260027,85946
