idx,op_id,op_name,dst,src1,src2,used_len
0,6,ACCEPT_SA,2,3,2,5
1,11,TEMP_DECAY,0,1,3,5
2,3,CROSS_BEST_CUR,0,3,2,5
3,3,CROSS_BEST_CUR,2,0,0,5
4,9,REG_XOR,2,2,1,5
