idx,op_id,op_name,dst,src1,src2
0,8,RAND_REG,3,1,0
1,13,NOP,3,0,2
2,10,REG_SHR,3,1,0
3,8,RAND_REG,2,2,0
4,12,CALL_MM,0,1,1
5,12,CALL_MM,1,1,1
6,4,EVAL_MM_CUR,0,0,0
7,3,CROSS_MM_BEST_CUR,3,2,2
8,10,REG_SHR,0,1,3
9,3,CROSS_MM_BEST_CUR,0,1,1
