idx,op_id,op_name,dst,src1,src2,used_len
0,4,EVAL_CUR,2,0,1,4
1,5,ACCEPT_IF_BETTER,0,0,2,4
2,1,MUTATE_CUR,2,3,0,4
3,4,EVAL_CUR,3,3,2,4
