iter,candidate_fit,best_fit,accepted,len
0,-4921.1576,27.1250,0,5
1,-6622.0389,25.7123,0,6
2,44.6742,44.6742,0,5
3,-1000000.0000,10.8644,0,4
4,-8620.4401,10.6949,0,5
5,35.1019,35.1019,0,5
6,10.1087,30.4318,0,5
7,-1.6645,-1.6645,0,5
8,-10762.3500,-8.5663,0,5
9,-8734.7471,35.4083,0,6
10,32.1094,32.1094,0,5
11,-1000000.0000,33.3182,0,4
12,-8771.9988,-61.3900,0,5
13,-8693.5208,-7.9463,0,5
14,23.8563,23.8563,0,5
15,-1000000.0000,32.0158,0,5
16,36.3300,36.3300,0,5
17,-1000000.0000,1.5747,0,4
18,-8637.0771,5.1992,0,5
19,-1000000.0000,4.6299,0,5
20,39.5377,39.5377,0,6
21,39.9739,39.9739,0,6
22,1.0020,1.0020,0,5
23,-1000000.0000,45.8431,0,5
24,-1000000.0000,37.1402,0,5
25,20.1510,20.1510,0,5
26,-8641.5743,42.2638,0,5
27,-8689.7982,9.4825,0,4
28,-1000000.0000,43.4666,0,5
29,28.7367,28.7801,0,5
30,-8647.9982,40.5333,0,6
31,-8707.0331,27.9091,0,5
32,-8701.5069,39.1639,0,4
33,-10876.0500,18.6401,0,5
34,18.1658,18.1658,0,5
35,-1000000.0000,45.4748,0,5
36,29.0163,27.4337,1,6
37,44.3902,44.3902,0,6
38,-1000000.0000,36.3802,0,6
39,-7013.9174,45.6482,0,6
40,-1000000.0000,36.7509,0,6
41,-10820.3500,35.1746,0,6
42,37.2384,37.2384,0,7
43,-20.5646,46.7794,0,5
44,25.2963,31.8224,0,6
45,15.8279,31.9353,0,6
46,35.6802,42.0055,0,6
47,-10775.6500,46.1484,0,5
48,-1000000.0000,40.7167,0,6
49,39.5667,46.5168,0,6
50,44.6996,32.6080,1,6
51,-1.3996,3.5724,0,6
52,8.5483,39.8314,0,7
53,41.4278,39.1383,1,6
54,35.4322,35.4322,0,7
55,-8663.2063,46.0922,0,7
56,46.5904,46.5904,0,7
57,18.6710,33.8060,0,7
58,43.7511,45.2702,0,6
59,-1000000.0000,44.1319,0,6
60,18.3396,31.3618,0,6
61,37.8644,44.5117,0,7
62,34.9667,36.6955,0,7
63,28.4375,34.7389,0,6
64,4.3827,4.3827,0,6
65,-1000000.0000,45.9830,0,6
66,46.4067,37.8073,1,7
67,46.6647,32.9564,1,7
68,40.4620,40.4620,0,7
69,-1000000.0000,7.5572,0,6
70,40.7145,40.7145,0,7
71,-8679.3007,24.7899,0,7
72,45.7335,36.2014,1,6
73,-7.1024,33.2362,0,6
74,-1000000.0000,45.4184,0,6
75,19.6714,35.2776,0,5
76,40.6322,40.6322,0,7
77,29.4354,44.8100,0,6
78,40.9870,33.4323,1,5
79,32.7766,32.7766,0,6
80,-1000000.0000,38.9332,0,5
81,34.0054,34.0054,0,6
82,-1000000.0000,44.5507,0,5
83,37.5966,42.1407,0,5
84,-6583.5608,38.3593,0,5
85,47.0016,43.4344,1,5
86,36.0166,36.0166,0,5
87,-8746.7471,46.3619,0,6
88,46.5231,46.5231,0,6
89,41.5783,41.5783,0,5
90,-1000000.0000,47.0815,0,5
91,-1000000.0000,35.9699,0,4
92,38.6479,38.6479,0,6
93,-1000000.0000,45.8221,0,4
94,47.4630,30.8461,1,5
95,33.3013,33.3013,0,5
96,-1000000.0000,27.1840,0,5
97,20.6532,20.6532,0,4
98,-1000000.0000,42.1939,0,5
99,24.6153,24.6153,0,6
100,-2.8519,16.0782,0,6
101,-1000000.0000,29.6370,0,4
102,-10777.9500,42.3979,0,5
103,-4411.8398,43.3745,0,5
104,44.4925,44.4925,0,4
105,-1000000.0000,43.5812,0,4
106,12.9659,41.6547,0,6
107,46.1000,46.1000,0,5
108,-8733.8300,24.2662,0,5
109,2.9434,22.9793,0,4
110,-18.6439,34.7434,0,5
111,24.0740,22.1160,1,5
112,16.8775,13.2221,1,5
113,-6616.3306,10.6577,0,4
114,15.3145,15.3145,0,6
115,-8677.2607,20.7588,0,6
116,36.6653,36.6653,0,5
117,-8784.7923,14.8796,0,4
