iter,accepted,best_updated,anchor_mean,holdout_mean,current_holdout,best_holdout
0,true,true,-212.283589,-1000000.000000,-1000000.000000,-1000000.000000
1,false,false,-212.283589,-1000000.000000,-1000000.000000,-1000000.000000
2,false,false,-212.283589,-1000000.000000,-1000000.000000,-1000000.000000
3,false,false,-212.283589,-1000000.000000,-1000000.000000,-1000000.000000
4,true,true,-2887.431646,-10765.812500,-10765.812500,-10765.812500
5,true,false,-2839.691094,-10765.812500,-10765.812500,-10765.812500
6,false,false,-2896.452349,-1000000.000000,-10765.812500,-10765.812500
7,false,false,-2839.691094,-10765.812500,-10765.812500,-10765.812500
8,true,false,-2825.365874,-10765.812500,-10765.812500,-10765.812500
9,false,false,-2825.365874,-10765.812500,-10765.812500,-10765.812500
10,false,false,-250818.382769,-1000000.000000,-10765.812500,-10765.812500
11,false,false,-2825.365874,-10765.812500,-10765.812500,-10765.812500
12,false,false,-750051.297368,-1000000.000000,-10765.812500,-10765.812500
13,false,false,-2872.182725,-1000000.000000,-10765.812500,-10765.812500
14,false,false,-5467.993682,-10765.812500,-10765.812500,-10765.812500
15,true,false,-198.400254,-10765.812500,-10765.812500,-10765.812500
16,false,false,-209.469785,-1000000.000000,-10765.812500,-10765.812500
17,false,false,-5467.993682,-10765.812500,-10765.812500,-10765.812500
18,false,false,-198.400254,-10765.812500,-10765.812500,-10765.812500
19,false,false,-2837.810635,-1000000.000000,-10765.812500,-10765.812500
20,false,false,-2837.810635,-1000000.000000,-10765.812500,-10765.812500
21,false,false,-252791.204619,-10765.812500,-10765.812500,-10765.812500
22,false,false,-250193.466709,-1000000.000000,-10765.812500,-10765.812500
23,true,true,-250160.005923,-227.935701,-227.935701,-227.935701
24,false,false,-500107.910659,-1000000.000000,-227.935701,-227.935701
25,false,false,-500115.182983,-1000000.000000,-227.935701,-227.935701
26,false,false,-198.400254,-10765.812500,-227.935701,-227.935701
27,false,false,-250160.005923,-227.935701,-227.935701,-227.935701
28,false,false,-232.479336,-240.502493,-227.935701,-227.935701
29,false,false,-250160.005923,-227.935701,-227.935701,-227.935701
30,false,false,-250178.145874,-1000000.000000,-227.935701,-227.935701
31,false,false,-250160.005923,-227.935701,-227.935701,-227.935701
32,false,false,-750056.094849,-1000000.000000,-227.935701,-227.935701
33,false,false,-250160.005923,-227.935701,-227.935701,-227.935701
34,false,false,-500107.910659,-1000000.000000,-227.935701,-227.935701
35,false,false,-250170.668730,-1000000.000000,-227.935701,-227.935701
36,false,false,-2865.007739,-10765.812500,-227.935701,-227.935701
37,false,false,-250160.005923,-227.935701,-227.935701,-227.935701
38,false,false,-250160.005923,-227.935701,-227.935701,-227.935701
39,false,false,-252791.204619,-10765.812500,-227.935701,-227.935701
40,false,false,-252791.204619,-10765.812500,-227.935701,-227.935701
41,false,false,-250160.005923,-227.935701,-227.935701,-227.935701
42,true,true,-2846.923984,-226.859336,-226.859336,-226.859336
43,false,false,-250160.005923,-227.935701,-226.859336,-226.859336
44,false,false,-8173.797485,-226.859336,-226.859336,-226.859336
45,false,false,-3877.766201,-10765.812500,-226.859336,-226.859336
46,false,false,-250139.870361,-1000000.000000,-226.859336,-226.859336
47,false,false,-2905.569521,-5480.055894,-226.859336,-226.859336
48,false,false,-2891.381860,-10765.812500,-226.859336,-226.859336
49,false,false,-2846.923984,-226.859336,-226.859336,-226.859336
50,false,false,-2846.923984,-226.859336,-226.859336,-226.859336
51,false,false,-250155.559204,-227.935701,-226.859336,-226.859336
52,false,false,-2846.923984,-226.859336,-226.859336,-226.859336
53,false,false,-750052.554131,-1000000.000000,-226.859336,-226.859336
54,false,false,-250163.217773,-227.935701,-226.859336,-226.859336
55,false,false,-250147.011187,-1000000.000000,-226.859336,-226.859336
56,false,false,-250160.005923,-227.935701,-226.859336,-226.859336
57,false,false,-250139.870361,-1000000.000000,-226.859336,-226.859336
58,false,false,-250160.005923,-227.935701,-226.859336,-226.859336
59,false,false,-252817.318359,-227.935701,-226.859336,-226.859336
60,false,false,-253161.305830,-1000000.000000,-226.859336,-226.859336
61,false,false,-250192.648384,-1000000.000000,-226.859336,-226.859336
62,false,false,-2867.998125,-1000000.000000,-226.859336,-226.859336
63,false,false,-2846.923984,-226.859336,-226.859336,-226.859336
64,false,false,-250160.005923,-227.935701,-226.859336,-226.859336
