idx,op_id,op_name,dst,src1,src2,used_len
0,5,ACCEPT_IF_BETTER,1,3,1,11
1,4,EVAL_CUR,0,3,0,11
2,9,REG_XOR,3,1,3,11
3,5,ACCEPT_IF_BETTER,1,3,1,11
4,4,EVAL_CUR,3,1,3,11
5,12,NOP,2,2,1,11
6,12,NOP,1,0,0,11
7,3,CROSS_BEST_CUR,3,3,3,11
8,3,CROSS_BEST_CUR,0,2,1,11
9,9,REG_XOR,1,1,1,11
10,0,INIT_CUR,3,2,2,11
